Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, 0.000000, 0.707107, 2129, 105, 105, 0.079204, 1.000000, 9017, 85.876190, 2.981036
1.000000, 1.000000, 0.630210, 1515, 105, 105, 0.056362, 1.000000, 12278, 116.933334, 2.189282
2.000000, 2.000000, 0.561675, 998, 105, 105, 0.037128, 1.000000, 12201, 116.199997, 2.203098
3.000000, 3.000000, 0.500593, 603, 105, 105, 0.022433, 1.000000, 11551, 110.009521, 2.327071
4.000000, 4.000000, 0.446154, 365, 105, 109, 0.013081, 0.963303, 12496, 114.642204, 2.233035
5.000000, 5.000000, 0.397635, 226, 105, 131, 0.006739, 0.801527, 15353, 117.198471, 2.184329
6.000000, 6.000000, 0.354393, 140, 102, 220, 0.002486, 0.463636, 25306, 115.027275, 2.225559
7.000000, 7.000000, 0.315853, 111, 101, 607, 0.000714, 0.166392, 66777, 110.011536, 2.327029
8.000000, 8.000000, 0.281504, 105, 101, 1698, 0.000242, 0.059482, 196645, 115.809776, 2.210521
9.000000, 9.000000, 0.250891, 100, 100, 10821, 0.000036, 0.009241, 1213892, 112.179283, 2.282061
10.000000, 10.000000, 0.223607, 100, 100, 89916, 0.000004, 0.001112, 10072574, 112.022041, 2.285264
11.000000, 11.000000, 0.199290, 100, 100, 1682702, 0.000000, 0.000059, 188198382, 111.842964, 2.288924
