Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame, SNR throughput
0.000000, -6.020600, 1.414214, 278, 100, 106, 0.081958, 0.943396, 2952.000000, 27.849056, 1.149052
1.000000, -5.020600, 1.260419, 213, 100, 128, 0.052002, 0.781250, 3304.000000, 25.812500, 1.239709
2.000000, -4.020600, 1.123350, 168, 100, 137, 0.038321, 0.729927, 3318.000244, 24.218981, 1.321278
3.000000, -3.020600, 1.001187, 132, 100, 195, 0.021154, 0.512821, 4511.000000, 23.133333, 1.383285
4.000000, -2.020600, 0.892308, 121, 100, 286, 0.013221, 0.349650, 6370.000000, 22.272728, 1.436735
5.000000, -1.020600, 0.795271, 105, 100, 594, 0.005524, 0.168350, 12907.000000, 21.728956, 1.472689
6.000000, -0.020600, 0.708786, 101, 100, 1090, 0.002896, 0.091743, 23665.000000, 21.711010, 1.473907
7.000000, 0.979400, 0.631706, 102, 100, 4432, 0.000719, 0.022563, 96171.000000, 21.699232, 1.474707
8.000000, 1.979400, 0.563009, 101, 100, 13608, 0.000232, 0.007349, 296056.000000, 21.756025, 1.470857
9.000000, 2.979400, 0.501782, 100, 100, 90494, 0.000035, 0.001105, 1966732.000000, 21.733286, 1.472396
