Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -6.020600, 1.414214, 268, 100, 107, 0.078271, 0.934579, 2896.000000, 27.065420, 1.182320
1.000000, -5.020600, 1.260419, 224, 100, 121, 0.057851, 0.826446, 3300.000000, 27.272728, 1.173333
2.000000, -4.020600, 1.123350, 166, 100, 143, 0.036276, 0.699301, 3744.000000, 26.181818, 1.222222
3.000000, -3.020600, 1.001187, 135, 100, 180, 0.023438, 0.555556, 4595.000000, 25.527779, 1.253536
4.000000, -2.020600, 0.892308, 117, 100, 307, 0.011910, 0.325733, 7512.000000, 24.469055, 1.307774
5.000000, -1.020600, 0.795271, 107, 100, 564, 0.005929, 0.177305, 13781.000000, 24.434397, 1.309629
6.000000, -0.020600, 0.708786, 105, 100, 1083, 0.003030, 0.092336, 26552.000000, 24.517082, 1.305212
7.000000, 0.979400, 0.631706, 101, 100, 3698, 0.000854, 0.027042, 90532.000000, 24.481340, 1.307118
8.000000, 1.979400, 0.563009, 100, 100, 13216, 0.000236, 0.007567, 324106.000000, 24.523760, 1.304857
9.000000, 2.979400, 0.501782, 100, 100, 95072, 0.000033, 0.001052, 2335956.000000, 24.570389, 1.302381
