SNR,gen_avg,gen_min,gen_max,gen_thr,gen_percent,encode_avg,encode_min,encode_max,encode_thr,encode_percent,bpsk_avg,bpsk_min,bpsk_max,bpsk_thr,bpsk_percent,awgn_avg,awgn_min,awgn_max,awgn_thr,awgn_percent,demodulate_avg,demodulate_min_demodulate_max,demodulate_thr,demodulate_percent,decode_avg,decode_min,decode_max,decode_thr,decode_percent,monitor_avg,monitor_min,monitor_max,monitor_thr,monitor_percent
0,0.978261,0.000000,2.000000,32.711109,4.847397,1.492754,1.000000,3.000000,85.747574,7.396768,1.688406,0.000000,2.000000,75.811157,8.366247,11.739130,0.000000,11.000000,10.903704,58.168755,0.775362,0.000000,2.000000,165.084106,3.842011,2.456522,0.000000,3.000000,13.026548,12.172352,1.050725,0.000000,2.000000,30.455173,5.206463
1,0.971631,0.000000,1.000000,32.934307,4.801963,1.489362,1.000000,2.000000,85.942863,7.360672,1.695035,0.000000,2.000000,75.514641,8.377147,11.780142,0.000000,11.000000,10.865744,58.219414,0.872340,0.000000,1.000000,146.731705,4.311252,2.382979,0.000000,3.000000,13.428572,11.777076,1.042553,0.000000,1.000000,30.693878,5.15247
2,0.949239,0.000000,1.000000,33.711227,5.071874,1.436548,1.000000,2.000000,89.102470,7.675617,1.512690,0.000000,1.000000,84.617455,8.082451,10.959391,0.000000,9.000000,11.679482,58.557091,0.746193,0.000000,1.000000,171.537415,3.986981,2.162436,0.000000,2.000000,14.798122,11.554109,0.949239,0.000000,1.000000,33.711227,5.071874
3,0.843416,0.000000,1.000000,37.940926,4.834762,1.366548,1.000000,2.000000,93.666664,7.833537,1.434164,0.000000,2.000000,89.250618,8.221134,10.313168,0.000000,9.000000,12.411318,59.118732,0.725979,0.000000,1.000000,176.313721,4.161567,1.886121,0.000000,2.000000,16.966038,10.811914,0.875445,0.000000,1.000000,36.552845,5.018360
4,0.768240,0.000000,1.000000,41.653633,4.901424,1.231760,1.000000,2.000000,103.916374,7.858707,1.309013,0.000000,2.000000,97.783607,8.351588,9.278970,0.000000,10.000000,13.794635,59.200436,0.682403,0.000000,1.000000,187.572327,4.353779,1.637339,0.000000,1.000000,19.543905,10.446332,0.766094,0.000000,1.000000,41.770306,4.887733
5,0.750000,0.000000,1.000000,42.666668,4.915819,1.195055,1.000000,2.000000,107.108047,7.832898,1.270604,0.000000,1.000000,100.739464,8.328081,9.140110,0.000000,8.000000,14.004208,59.908165,0.619505,0.000000,1.000000,206.616425,4.060502,1.501374,0.000000,1.000000,21.313814,9.840641,0.780220,0.000000,1.000000,41.014084,5.113892
6,0.763085,0.000000,1.000000,41.935017,5.003432,1.202755,1.000000,2.000000,106.422348,7.886276,1.273829,0.000000,2.000000,100.484428,8.352300,9.152066,0.000000,10.000000,13.985912,60.008671,0.650138,0.000000,1.000000,196.881363,4.262852,1.452893,0.000000,2.000000,22.025028,9.526390,0.756474,0.000000,1.000000,42.301529,4.960081
7,0.751741,0.000000,3.000000,42.567844,4.966971,1.205796,0.000000,4.000000,106.153900,7.967046,1.260840,0.000000,3.000000,101.519600,8.330736,9.127387,0.000000,10.000000,14.023728,60.307281,0.646147,0.000000,3.000000,198.097351,4.269279,1.390474,0.000000,3.000000,23.013733,9.187263,0.752415,0.000000,3.000000,42.529713,4.971424
8,0.755720,0.000000,2.000000,42.343716,5.008491,1.210480,0.000000,3.000000,105.743172,8.022386,1.266337,0.000000,2.000000,101.078911,8.392577,9.131029,0.000000,9.000000,14.018135,60.515358,0.644499,0.000000,2.000000,198.603790,4.271381,1.322469,0.000000,2.000000,24.197163,8.764586,0.758244,0.000000,2.000000,42.202766,5.025219
9,0.750382,0.000000,3.000000,42.644939,4.990373,1.203236,0.000000,6.000000,106.379784,8.002052,1.262609,0.000000,3.000000,101.377350,8.396912,9.127550,0.000000,10.000000,14.023479,60.702244,0.649359,0.000000,3.000000,197.117401,4.318526,1.285286,0.000000,3.000000,24.897182,8.547720,0.758171,0.000000,3.000000,42.206825,5.042174
10,0.754536,0.000000,4.000000,42.410175,5.025739,1.205368,0.000000,4.000000,106.191612,8.028599,1.265289,0.000000,4.000000,101.162666,8.427712,9.132876,0.000000,10.000000,14.015300,60.831371,0.646363,0.000000,4.000000,198.031128,4.305231,1.249967,0.000000,4.000000,25.600685,8.325654,0.759033,0.000000,4.000000,42.158901,5.055693

