Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -6.020600, 1.414214, 550, 100, 100, 0.171875, 1.000000, 2681.000000, 26.809999, 1.193584
1.000000, -5.020600, 1.260419, 427, 100, 100, 0.133437, 1.000000, 2823.000000, 28.230000, 1.133546
2.000000, -4.020600, 1.123350, 354, 100, 102, 0.108456, 0.980392, 2885.000000, 28.284313, 1.131369
3.000000, -3.020600, 1.001187, 288, 100, 108, 0.083333, 0.925926, 2889.000000, 26.750000, 1.196262
4.000000, -2.020600, 0.892308, 246, 100, 110, 0.069886, 0.909091, 2901.000000, 26.372726, 1.213375
5.000000, -1.020600, 0.795271, 185, 100, 135, 0.042824, 0.740741, 3341.000000, 24.748148, 1.293026
6.000000, -0.020600, 0.708786, 158, 100, 150, 0.032917, 0.666667, 3704.000000, 24.693333, 1.295896
7.000000, 0.979400, 0.631706, 132, 100, 231, 0.017857, 0.432900, 5697.000000, 24.662338, 1.297525
8.000000, 1.979400, 0.563009, 112, 100, 370, 0.009459, 0.270270, 9107.000000, 24.613514, 1.300099
9.000000, 2.979400, 0.501782, 102, 100, 711, 0.004483, 0.140647, 17469.000000, 24.569620, 1.302421
10.000000, 3.979400, 0.447214, 102, 100, 1724, 0.001849, 0.058005, 42281.000000, 24.524942, 1.304794
