Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame, SNR throughput
0.000000, -6.020600, 1.414214, 280, 100, 110, 0.079545, 0.909091, 2793.999756, 25.399998, 1.259843
1.000000, -5.020600, 1.260419, 218, 100, 118, 0.057733, 0.847458, 2777.000000, 23.533897, 1.359741
2.000000, -4.020600, 1.123350, 177, 100, 152, 0.036390, 0.657895, 3381.000000, 22.243422, 1.438628
3.000000, -3.020600, 1.001187, 146, 100, 198, 0.023043, 0.505050, 4175.000000, 21.085859, 1.517605
4.000000, -2.020600, 0.892308, 118, 100, 264, 0.013968, 0.378788, 5212.000488, 19.742426, 1.620875
5.000000, -1.020600, 0.795271, 106, 100, 545, 0.006078, 0.183486, 10797.000000, 19.811008, 1.615263
6.000000, -0.020600, 0.708786, 102, 100, 1138, 0.002801, 0.087873, 22326.000000, 19.618629, 1.631103
7.000000, 0.979400, 0.631706, 101, 100, 3746, 0.000843, 0.026695, 73626.000000, 19.654566, 1.628121
8.000000, 1.979400, 0.563009, 100, 100, 14306, 0.000218, 0.006990, 283100.000000, 19.788900, 1.617068
9.000000, 2.979400, 0.501782, 100, 100, 91365, 0.000034, 0.001095, 1806119.000000, 19.768171, 1.618764
