SNR,gen_avg,gen_min,gen_max,gen_thr,gen_percent,encode_avg,encode_min,encode_max,encode_thr,encode_percent,bpsk_avg,bpsk_min,bpsk_max,bpsk_thr,bpsk_percent,awgn_avg,awgn_min,awgn_max,awgn_thr,awgn_percent,demodulate_avg,demodulate_min_demodulate_max,demodulate_thr,demodulate_percent,decode_avg,decode_min,decode_max,decode_thr,decode_percent,monitor_avg,monitor_min,monitor_max,monitor_thr,monitor_percent
0,0.971698,0.000000,3.000000,32.932037,7.612712,1.141509,1.000000,2.000000,56.066116,8.943089,1.198113,0.000000,3.000000,53.417324,9.386548,6.358490,0.000000,6.000000,10.065282,49.815228,0.698113,0.000000,3.000000,91.675674,5.469327,1.349057,0.000000,3.000000,23.720280,10.569105,1.047170,0.000000,3.000000,30.558559,8.203991
1,0.921739,0.000000,1.000000,34.716984,7.560627,1.113043,1.000000,2.000000,57.500004,9.129814,1.200000,0.000000,1.000000,53.333332,9.843082,5.921739,0.000000,6.000000,10.807636,48.573463,0.730435,0.000000,1.000000,87.619049,5.991441,1.278261,0.000000,1.000000,25.034014,10.485021,1.026087,0.000000,1.000000,31.186441,8.416548
2,0.905797,0.000000,1.000000,35.327999,7.471608,1.108696,1.000000,2.000000,57.725491,9.145248,1.159420,0.000000,1.000000,55.200001,9.563658,5.862319,0.000000,5.000000,10.917181,48.356247,0.818841,0.000000,1.000000,78.159294,6.754333,1.275362,0.000000,1.000000,25.090908,10.520025,0.992754,0.000000,1.000000,32.233578,8.188882
3,0.822857,0.000000,1.000000,38.888889,7.377049,1.028571,0.000000,2.000000,62.222218,9.221313,1.074286,0.000000,1.000000,59.574467,9.631148,5.342857,0.000000,4.000000,11.978609,47.899597,0.800000,0.000000,1.000000,80.000000,7.172132,1.154286,0.000000,2.000000,27.722773,10.348360,0.931429,0.000000,1.000000,34.355827,8.350410
4,0.847273,0.000000,1.000000,37.768238,8.067866,0.952727,0.000000,2.000000,67.175575,9.072021,1.007273,0.000000,1.000000,63.537907,9.591413,5.203636,0.000000,5.000000,12.299092,49.549862,0.625455,0.000000,1.000000,102.325584,5.955678,1.065455,0.000000,1.000000,30.034128,10.145430,0.800000,0.000000,1.000000,40.000000,7.617728
5,0.748954,0.000000,1.000000,42.726257,7.402812,0.956067,0.000000,1.000000,66.940918,9.449959,0.974895,0.000000,1.000000,65.648064,9.636063,4.972803,0.000000,6.000000,12.870005,49.152187,0.654812,0.000000,1.000000,97.738014,6.472291,1.031381,0.000000,1.000000,31.026369,10.194375,0.778243,0.000000,1.000000,41.118279,7.692308
6,0.762878,0.000000,1.000000,41.946407,7.672067,0.928863,0.000000,1.000000,68.901405,9.341337,0.956664,0.000000,1.000000,66.899147,9.620919,4.884710,0.000000,5.000000,13.102109,49.124249,0.637776,0.000000,1.000000,100.348717,6.413946,1.000000,0.000000,1.000000,32.000000,10.056739,0.772690,0.000000,1.000000,41.413757,7.770742
7,0.766186,0.000000,2.000000,41.765305,7.687216,0.924994,0.000000,1.000000,69.189644,9.280549,0.959687,0.000000,2.000000,66.688393,9.628631,4.913022,0.000000,6.000000,13.026606,49.292805,0.639629,0.000000,2.000000,100.058060,6.417453,0.990960,0.000000,2.000000,32.291912,9.942394,0.772538,0.000000,2.000000,41.421886,7.750949
8,0.758121,0.000000,2.000000,42.209618,7.623972,0.926151,0.000000,3.000000,69.103203,9.313748,0.959103,0.000000,2.000000,66.729050,9.645123,4.905410,0.000000,4.000000,13.046819,49.330784,0.638993,0.000000,2.000000,100.157631,6.425969,0.993047,0.000000,2.000000,32.224041,9.986485,0.763087,0.000000,2.000000,41.934921,7.673913
9,0.769335,0.000000,5.000000,41.594357,7.689357,0.933490,0.000000,5.000000,68.559937,9.330050,0.965455,0.000000,5.000000,66.289970,9.649540,4.916254,0.000000,5.000000,13.018042,49.137009,0.646803,0.000000,5.000000,98.948235,6.464669,0.998668,0.000000,5.000000,32.042694,9.981490,0.775190,0.000000,5.000000,41.280182,7.747879
