Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -6.020600, 1.414214, 546, 100, 100, 0.170625, 1.000000, 3132.000000, 31.320000, 1.021711
1.000000, -5.020600, 1.260419, 422, 100, 100, 0.131875, 1.000000, 2854.000244, 28.540003, 1.121233
2.000000, -4.020600, 1.123350, 367, 100, 102, 0.112439, 0.980392, 2887.000000, 28.303921, 1.130585
3.000000, -3.020600, 1.001187, 274, 100, 103, 0.083131, 0.970874, 2830.000244, 27.475731, 1.164664
4.000000, -2.020600, 0.892308, 233, 100, 113, 0.064436, 0.884956, 2989.000000, 26.451328, 1.209769
5.000000, -1.020600, 0.795271, 201, 100, 129, 0.048692, 0.775194, 3225.999756, 25.007750, 1.279603
6.000000, -0.020600, 0.708786, 160, 100, 154, 0.032468, 0.649351, 3828.000000, 24.857143, 1.287356
7.000000, 0.979400, 0.631706, 136, 100, 222, 0.019144, 0.450450, 5496.000000, 24.756756, 1.292576
8.000000, 1.979400, 0.563009, 113, 100, 352, 0.010032, 0.284091, 8670.000000, 24.630682, 1.299193
9.000000, 2.979400, 0.501782, 108, 100, 746, 0.004524, 0.134048, 18370.000000, 24.624664, 1.299510
10.000000, 3.979400, 0.447214, 102, 100, 1758, 0.001813, 0.056883, 43206.000000, 24.576792, 1.302041
