Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -6.020600, 1.414214, 214, 100, 107, 0.062500, 0.934579, 2407, 22.495327, 1.422518
1.000000, -5.020600, 1.260419, 168, 100, 121, 0.043388, 0.826446, 2540, 20.991735, 1.524409
2.000000, -4.020600, 1.123350, 147, 100, 141, 0.032580, 0.709220, 2723, 19.312057, 1.656996
3.000000, -3.020600, 1.001187, 133, 100, 197, 0.021098, 0.507614, 3682, 18.690355, 1.712113
4.000000, -2.020600, 0.892308, 114, 100, 328, 0.010861, 0.304878, 5969, 18.198172, 1.758418
5.000000, -1.020600, 0.795271, 105, 100, 564, 0.005818, 0.177305, 10044, 17.808510, 1.796894
6.000000, -0.020600, 0.708786, 101, 100, 1199, 0.002632, 0.083403, 21320, 17.781485, 1.799625
7.000000, 0.979400, 0.631706, 100, 100, 4513, 0.000692, 0.022158, 80262, 17.784622, 1.799307
8.000000, 1.979400, 0.563009, 100, 100, 14886, 0.000210, 0.006718, 262306, 17.620987, 1.816016
9.000000, 2.979400, 0.501782, 100, 100, 91010, 0.000034, 0.001099, 1603422, 17.618086, 1.816315
10.000000, 3.979400, 0.447214, 100, 100, 736519, 0.000004, 0.000136, 12934165, 17.561211, 1.822198
11.000000, 4.979400, 0.398580, 101, 100, 10787043, 0.000000, 0.000009, 191676937, 17.769184, 1.800871
