Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, 0.000000, 0.707107, 758, 100, 100, 0.059219, 1.000000, 1983, 19.830000, 6.454866
1.000000, 1.000000, 0.630210, 588, 100, 100, 0.045938, 1.000000, 1917, 19.170000, 6.677100
2.000000, 2.000000, 0.561675, 427, 100, 100, 0.033359, 1.000000, 1920, 19.200001, 6.666667
3.000000, 3.000000, 0.500593, 299, 100, 105, 0.022247, 0.952381, 2007, 19.114286, 6.696562
4.000000, 4.000000, 0.446154, 181, 100, 130, 0.010877, 0.769231, 2543, 19.561539, 6.543453
5.000000, 5.000000, 0.397635, 135, 100, 175, 0.006027, 0.571429, 3377, 19.297142, 6.633106
6.000000, 6.000000, 0.354393, 114, 100, 351, 0.002537, 0.284900, 6728, 19.168091, 6.677764
7.000000, 7.000000, 0.315853, 105, 100, 855, 0.000959, 0.116959, 16260, 19.017544, 6.730628
8.000000, 8.000000, 0.281504, 103, 100, 4162, 0.000193, 0.024027, 79323, 19.058867, 6.716034
9.000000, 9.000000, 0.250891, 100, 100, 22134, 0.000035, 0.004518, 421714, 19.052769, 6.718184
10.000000, 10.000000, 0.223607, 100, 100, 207337, 0.000004, 0.000482, 3947895, 19.040958, 6.722351
11.000000, 11.000000, 0.199290, 100, 100, 2792811, 0.000000, 0.000036, 53187634, 19.044479, 6.721108
