SNR,gen_avg,gen_min,gen_max,gen_thr,gen_percent,encode_avg,encode_min,encode_max,encode_thr,encode_percent,bpsk_avg,bpsk_min,bpsk_max,bpsk_thr,bpsk_percent,awgn_avg,awgn_min,awgn_max,awgn_thr,awgn_percent,demodulate_avg,demodulate_min_demodulate_max,demodulate_thr,demodulate_percent,decode_avg,decode_min,decode_max,decode_thr,decode_percent,monitor_avg,monitor_min,monitor_max,monitor_thr,monitor_percent
0,0.963303,0.000000,3.000000,33.219048,7.516106,1.137615,1.000000,7.000000,56.258060,8.876163,1.137615,0.000000,3.000000,56.258060,8.876163,6.376147,0.000000,5.000000,10.037410,49.749462,0.743119,0.000000,3.000000,86.123459,5.798138,1.422018,0.000000,3.000000,22.503227,11.095203,1.036697,0.000000,3.000000,30.867256,8.088761
1,0.955752,0.000000,1.000000,33.481483,7.708779,1.159292,1.000000,2.000000,55.206108,9.350463,1.141593,0.000000,2.000000,56.062012,9.207709,5.946903,0.000000,6.000000,10.761905,47.965736,0.778761,0.000000,1.000000,82.181816,6.281228,1.380531,0.000000,1.000000,23.179487,11.134904,1.035398,0.000000,1.000000,30.905983,8.351177
2,0.917197,0.000000,3.000000,34.888889,7.598945,1.133758,1.000000,2.000000,56.449440,9.393140,1.140127,0.000000,3.000000,56.134075,9.445910,5.942675,0.000000,6.000000,10.769561,49.234829,0.745223,0.000000,3.000000,85.880341,6.174142,1.216560,0.000000,3.000000,26.303665,10.079156,0.974522,0.000000,3.000000,32.836601,8.073879
3,0.852535,0.000000,1.000000,37.535137,7.862303,0.986175,0.000000,2.000000,64.897194,9.094773,1.073733,0.000000,1.000000,59.605148,9.902253,5.258065,0.000000,5.000000,12.171779,48.491287,0.728111,0.000000,1.000000,87.898735,6.714832,1.115207,0.000000,1.000000,28.694216,10.284742,0.829493,0.000000,1.000000,38.577778,7.649809
4,0.825806,0.000000,1.000000,38.750000,7.942910,0.941935,0.000000,1.000000,67.945206,9.059882,1.000000,0.000000,1.000000,64.000000,9.618368,5.154839,0.000000,5.000000,12.415520,49.581135,0.641935,0.000000,1.000000,99.698494,6.174372,1.048387,0.000000,1.000000,30.523079,10.083773,0.783871,0.000000,1.000000,40.823044,7.539560
5,0.768760,0.000000,1.000000,41.625500,7.668805,0.926493,0.000000,3.000000,69.077682,9.242285,0.984686,0.000000,1.000000,64.995331,9.822792,4.932619,0.000000,4.000000,12.974853,49.205620,0.620214,0.000000,1.000000,103.190125,6.186984,0.998469,0.000000,1.000000,32.049080,9.960280,0.793262,0.000000,1.000000,40.339767,7.913229
6,0.746533,0.000000,3.000000,42.864807,7.472816,0.937596,0.000000,1.000000,68.259651,9.385363,0.957627,0.000000,3.000000,66.831856,9.585872,4.922188,0.000000,4.000000,13.002348,49.271225,0.637904,0.000000,3.000000,100.328506,6.385440,0.998459,0.000000,3.000000,32.049381,9.994602,0.789676,0.000000,3.000000,40.522926,7.904681
7,0.766691,0.000000,4.000000,41.737816,7.675974,0.930345,0.000000,3.000000,68.791710,9.314446,0.972524,0.000000,4.000000,65.808174,9.736734,4.901181,0.000000,5.000000,13.058077,49.069767,0.635334,0.000000,4.000000,100.734444,6.360851,0.993010,0.000000,4.000000,32.225243,9.941845,0.789106,0.000000,4.000000,40.552227,7.900389
8,0.752030,0.000000,2.000000,42.551468,7.524240,0.930286,0.000000,3.000000,68.796082,9.307723,0.961482,0.000000,2.000000,66.563927,9.619848,4.915764,0.000000,5.000000,13.019339,49.183369,0.649212,0.000000,2.000000,98.580986,6.495521,0.990586,0.000000,2.000000,32.304119,9.911040,0.795410,0.000000,2.000000,40.230835,7.958260
9,0.761518,0.000000,4.000000,42.021332,7.621307,0.930959,0.000000,4.000000,68.746300,9.317083,0.963726,0.000000,4.000000,66.408920,9.645013,4.912087,0.000000,6.000000,13.029084,49.160397,0.651299,0.000000,4.000000,98.265160,6.518230,0.992126,0.000000,4.000000,32.253952,9.929247,0.780245,0.000000,4.000000,41.012772,7.808725
