Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame, SNR throughput
0.000000, 0.000000, 0.707107, 279, 100, 107, 0.081484, 0.934579, 1932.999878, 18.065420, 1.771340
1.000000, 1.000000, 0.630210, 205, 100, 117, 0.054754, 0.854701, 1967.000122, 16.811966, 1.903406
2.000000, 2.000000, 0.561675, 157, 100, 147, 0.033376, 0.680272, 2429.000000, 16.523809, 1.936599
3.000000, 3.000000, 0.500593, 126, 100, 180, 0.021875, 0.555556, 2812.000000, 15.622222, 2.048364
4.000000, 4.000000, 0.446154, 125, 100, 324, 0.012056, 0.308642, 4853.000000, 14.978395, 2.136410
5.000000, 5.000000, 0.397635, 110, 100, 557, 0.006171, 0.179533, 7714.000000, 13.849192, 2.310604
6.000000, 6.000000, 0.354393, 102, 100, 1212, 0.002630, 0.082508, 16523.000000, 13.632838, 2.347274
7.000000, 7.000000, 0.315853, 100, 100, 3692, 0.000846, 0.027086, 50801.000000, 13.759750, 2.325624
8.000000, 8.000000, 0.281504, 100, 100, 15485, 0.000202, 0.006458, 212325.000000, 13.711657, 2.333781
9.000000, 9.000000, 0.250891, 100, 100, 103267, 0.000030, 0.000968, 1423326.000000, 13.782970, 2.321706
