Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame, SNR throughput
0.000000, -4.771213, 1.224745, 286, 100, 111, 0.080518, 0.900901, 2443.000000, 22.009008, 1.453950
1.000000, -3.771213, 1.091555, 194, 100, 116, 0.052263, 0.862069, 2411.000000, 20.784483, 1.539610
2.000000, -2.771213, 0.972849, 173, 100, 128, 0.042236, 0.781250, 3080.000000, 24.062500, 1.329870
3.000000, -1.771213, 0.867053, 138, 100, 184, 0.023438, 0.543478, 4675.999512, 25.413040, 1.259196
4.000000, -0.771213, 0.772762, 113, 100, 269, 0.013127, 0.371747, 4878.000000, 18.133829, 1.764658
5.000000, 0.228787, 0.688725, 110, 100, 645, 0.005329, 0.155039, 11281.000000, 17.489922, 1.829625
6.000000, 1.228787, 0.613826, 104, 100, 1308, 0.002485, 0.076453, 22403.000000, 17.127676, 1.868321
7.000000, 2.228787, 0.547073, 100, 100, 4371, 0.000715, 0.022878, 74378.000000, 17.016243, 1.880556
8.000000, 3.228787, 0.487580, 100, 100, 18037, 0.000173, 0.005544, 305236.000000, 16.922770, 1.890943
9.000000, 4.228787, 0.434556, 100, 100, 100812, 0.000031, 0.000992, 1715467.000000, 17.016497, 1.880528
