Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame, SNR throughput
0.000000, -6.020600, 1.414214, 454, 100, 101, 0.140470, 0.990099, 2968.000000, 29.386139, 1.088949
1.000000, -5.020600, 1.260419, 386, 100, 101, 0.119431, 0.990099, 2803.000000, 27.752476, 1.153050
2.000000, -4.020600, 1.123350, 325, 100, 104, 0.097656, 0.961538, 2721.999756, 26.173075, 1.222631
3.000000, -3.020600, 1.001187, 252, 100, 111, 0.070946, 0.900901, 2809.999756, 25.315313, 1.264057
4.000000, -2.020600, 0.892308, 193, 100, 128, 0.047119, 0.781250, 3073.000000, 24.007812, 1.332899
5.000000, -1.020600, 0.795271, 144, 100, 155, 0.029032, 0.645161, 3488.000000, 22.503225, 1.422018
6.000000, -0.020600, 0.708786, 124, 100, 220, 0.017614, 0.454545, 4907.000000, 22.304546, 1.434685
7.000000, 0.979400, 0.631706, 108, 100, 385, 0.008766, 0.259740, 8564.000000, 22.244156, 1.438580
8.000000, 1.979400, 0.563009, 111, 100, 1035, 0.003351, 0.096618, 22905.000000, 22.130434, 1.445972
9.000000, 2.979400, 0.501782, 101, 100, 2086, 0.001513, 0.047939, 46068.000000, 22.084372, 1.448988
10.000000, 3.979400, 0.447214, 100, 100, 5642, 0.000554, 0.017724, 124225.000000, 22.017902, 1.453363
