Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -3.010300, 1.000000, 203, 100, 111, 0.057151, 0.900901, 1586, 14.288288, 2.239596
1.000000, -2.010300, 0.891251, 178, 100, 108, 0.051505, 0.925926, 1508, 13.962963, 2.291777
2.000000, -1.010300, 0.794328, 145, 100, 144, 0.031467, 0.694444, 2013, 13.979167, 2.289121
3.000000, -0.010300, 0.707946, 133, 100, 172, 0.024164, 0.581395, 2387, 13.877907, 2.305823
4.000000, 0.989700, 0.630957, 113, 100, 291, 0.012135, 0.343643, 4043, 13.893471, 2.303240
5.000000, 1.989700, 0.562341, 108, 100, 574, 0.005880, 0.174216, 8025, 13.980836, 2.288847
6.000000, 2.989700, 0.501187, 103, 100, 1180, 0.002728, 0.084746, 16428, 13.922034, 2.298515
7.000000, 3.989700, 0.446684, 102, 100, 4358, 0.000731, 0.022946, 60558, 13.895823, 2.302850
8.000000, 4.989700, 0.398107, 101, 100, 15114, 0.000209, 0.006616, 209723, 13.876075, 2.306128
9.000000, 5.989700, 0.354813, 100, 100, 104885, 0.000030, 0.000953, 1456201, 13.883787, 2.304847
10.000000, 6.989700, 0.316228, 100, 100, 929232, 0.000003, 0.000108, 12836193, 13.813766, 2.316530
11.000000, 7.989700, 0.281838, 100, 100, 9685411, 0.000000, 0.000010, 131649896, 13.592598, 2.354223
