Eb/No,gen_avg,gen_min,gen_max,gen_thr,gen_percent,encode_avg,encode_min,encode_max,encode_thr,encode_percent,bpsk_avg,bpsk_min,bpsk_max,bpsk_thr,bpsk_percent,awgn_avg,awgn_min,awgn_max,awgn_thr,awgn_percent,demodulate_avg,demodulate_min_demodulate_max,demodulate_thr,demodulate_percent,decode_avg,decode_min,decode_max,decode_thr,decode_percent,monitor_avg,monitor_min,monitor_max,monitor_thr,monitor_percent
0.000000,2.140000,2.000000,6.000000,14.953270,10.609818,1.430000,1.000000,2.000000,89.510490,7.089737,1.520000,2.000000,6.000000,84.210526,7.535944,11.470000,2.000000,11.000000,11.159547,56.866634,0.780000,1.000000,6.000000,164.102570,3.867129,1.560000,2.000000,6.000000,20.512821,7.734259,1.270000,1.000000,6.000000,25.196850,6.296480
1.000000,2.070000,2.000000,3.000000,15.458938,10.459827,1.440000,1.000000,2.000000,88.888885,7.276402,1.430000,1.000000,3.000000,89.510490,7.225871,11.030000,2.000000,12.000000,11.604714,55.735218,0.840000,1.000000,3.000000,152.380951,4.244568,1.600000,1.000000,3.000000,20.000000,8.084891,1.380000,1.000000,3.000000,23.188406,6.973218
2.000000,1.960000,1.000000,2.000000,16.326530,10.486891,1.380000,1.000000,2.000000,92.753624,7.383627,1.390000,1.000000,2.000000,92.086334,7.437132,10.460000,1.000000,10.000000,12.237094,55.965755,0.770000,1.000000,2.000000,166.233765,4.119850,1.480000,1.000000,2.000000,21.621622,7.918673,1.250000,1.000000,2.000000,25.600000,6.688068
3.000000,1.940000,1.000000,2.000000,16.494844,10.537751,1.340000,1.000000,6.000000,95.522385,7.278653,1.330000,1.000000,2.000000,96.240601,7.224335,10.300000,1.000000,9.000000,12.427184,55.947853,0.670000,1.000000,2.000000,191.044769,3.639327,1.490000,1.000000,2.000000,21.476509,8.093428,1.340000,1.000000,2.000000,23.880596,7.278653
4.000000,1.840000,1.000000,2.000000,17.391304,10.568639,1.260000,1.000000,2.000000,101.587303,7.237220,1.250000,1.000000,2.000000,102.400002,7.179782,9.660000,1.000000,10.000000,13.250518,55.485355,0.730000,1.000000,2.000000,175.342468,4.192993,1.420000,1.000000,2.000000,22.535212,8.156232,1.250000,1.000000,2.000000,25.600000,7.179782
5.000000,1.780000,1.000000,2.000000,17.977528,10.482922,1.230000,1.000000,2.000000,104.065041,7.243816,1.180000,1.000000,2.000000,108.474579,6.949352,9.550000,1.000000,9.000000,13.403141,56.242641,0.740000,0.000000,2.000000,172.972977,4.358068,1.310000,1.000000,2.000000,24.427483,7.714959,1.190000,1.000000,2.000000,26.890755,7.008245
6.000000,1.740000,1.000000,2.000000,18.390804,10.481928,1.260000,1.000000,2.000000,101.587303,7.590361,1.290000,1.000000,2.000000,99.224808,7.771084,9.160000,1.000000,8.000000,13.973800,55.180721,0.670000,1.000000,2.000000,191.044769,4.036144,1.310000,1.000000,2.000000,24.427483,7.891566,1.170000,1.000000,2.000000,27.350428,7.048192
7.000000,1.710000,1.000000,2.000000,18.713449,10.490798,1.230000,0.000000,2.000000,104.065041,7.546012,1.180000,1.000000,2.000000,108.474579,7.239264,9.110000,1.000000,9.000000,14.050494,55.889568,0.650000,1.000000,2.000000,196.923080,3.987730,1.300000,1.000000,2.000000,24.615385,7.975461,1.120000,1.000000,2.000000,28.571428,6.871166
8.000000,1.710000,1.000000,2.000000,18.713449,10.332327,1.270000,1.000000,2.000000,100.787399,7.673717,1.200000,1.000000,2.000000,106.666664,7.250756,9.140000,1.000000,11.000000,14.004375,55.226593,0.730000,1.000000,2.000000,175.342468,4.410876,1.350000,1.000000,2.000000,23.703703,8.157100,1.150000,1.000000,2.000000,27.826088,6.948641
9.000000,1.690000,1.000000,2.000000,18.934910,10.432098,1.190000,1.000000,2.000000,107.563019,7.345679,1.200000,1.000000,2.000000,106.666664,7.407408,9.120000,1.000000,10.000000,14.035088,56.296295,0.620000,1.000000,2.000000,206.451614,3.827160,1.230000,1.000000,2.000000,26.016260,7.592592,1.150000,1.000000,2.000000,27.826088,7.098765
10.000000,1.710000,1.000000,2.000000,18.713449,10.288808,1.300000,1.000000,2.000000,98.461540,7.821901,1.300000,1.000000,2.000000,98.461540,7.821901,9.180000,1.000000,8.000000,13.943355,55.234653,0.660000,0.000000,2.000000,193.939392,3.971119,1.330000,1.000000,2.000000,24.060150,8.002406,1.140000,1.000000,2.000000,28.070175,6.859205
