Eb/No, Es/No, Sigma, # Bit Errors, # Frame Errors, # Simulated frames, BER, FER, Time for this SNR, Average time for one frame
0.000000, -3.010300, 1.000000, 245, 100, 103, 0.000000, 0.000000, 0.001367, 0.000013
1.000000, -2.010300, 0.891251, 273, 100, 106, 0.000000, 0.000000, 0.001214, 0.000011
2.000000, -1.010300, 0.794328, 166, 100, 116, 0.000000, 0.000000, 0.001321, 0.000011
