Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame, SNR throughput
0.000000, -3.010300, 1.000000, 262, 100, 110, 0.074432, 0.909091, 2318.000244, 21.072729, 1.518550
1.000000, -2.010300, 0.891251, 228, 100, 114, 0.062500, 0.877193, 2295.000000, 20.131578, 1.589543
2.000000, -1.010300, 0.794328, 166, 100, 150, 0.034583, 0.666667, 2851.000000, 19.006666, 1.683620
3.000000, -0.010300, 0.707946, 147, 100, 172, 0.026708, 0.581395, 3081.000000, 17.912790, 1.786433
4.000000, 0.989700, 0.630957, 118, 100, 277, 0.013312, 0.361011, 4813.000000, 17.375452, 1.841679
5.000000, 1.989700, 0.562341, 110, 100, 482, 0.007132, 0.207469, 7941.000000, 16.475103, 1.942325
6.000000, 2.989700, 0.501187, 103, 100, 1344, 0.002395, 0.074405, 21947.000000, 16.329613, 1.959630
7.000000, 3.989700, 0.446684, 102, 100, 3830, 0.000832, 0.026110, 62610.000000, 16.347258, 1.957515
8.000000, 4.989700, 0.398107, 100, 100, 18310, 0.000171, 0.005461, 299972.000000, 16.382959, 1.953249
9.000000, 5.989700, 0.354813, 100, 100, 84265, 0.000037, 0.001187, 1379634.000000, 16.372562, 1.954489
