Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame, SNR throughput
0.000000, -6.020600, 1.414214, 478, 100, 102, 0.146446, 0.980392, 0.002720, 0.000027, 1.200000
1.000000, -5.020600, 1.260419, 385, 100, 103, 0.116808, 0.970874, 0.002658, 0.000026, 1.240030
2.000000, -4.020600, 1.123350, 314, 100, 105, 0.093452, 0.952381, 0.002666, 0.000025, 1.260315
3.000000, -3.020600, 1.001187, 235, 100, 106, 0.069281, 0.943396, 0.002536, 0.000024, 1.337540
4.000000, -2.020600, 0.892308, 188, 100, 123, 0.047764, 0.813008, 0.002826, 0.000023, 1.392781
5.000000, -1.020600, 0.795271, 145, 100, 150, 0.030208, 0.666667, 0.003352, 0.000022, 1.431981
6.000000, -0.020600, 0.708786, 138, 100, 220, 0.019602, 0.454545, 0.004879, 0.000022, 1.442919
7.000000, 0.979400, 0.631706, 113, 100, 441, 0.008007, 0.226757, 0.009734, 0.000022, 1.449764
8.000000, 1.979400, 0.563009, 110, 100, 990, 0.003472, 0.101010, 0.021736, 0.000022, 1.457490
9.000000, 2.979400, 0.501782, 104, 100, 2143, 0.001517, 0.046664, 0.046948, 0.000022, 1.460680
10.000000, 3.979400, 0.447214, 100, 100, 6826, 0.000458, 0.014650, 0.149045, 0.000022, 1.465544
11.000000, 4.979400, 0.398580, 100, 100, 30126, 0.000104, 0.003319, 0.657060, 0.000022, 1.467190
12.000000, 5.979400, 0.355234, 100, 100, 180592, 0.000017, 0.000554, 3.927386, 0.000022, 1.471448
13.000000, 6.979400, 0.316603, 100, 100, 1713708, 0.000002, 0.000058, 37.289879, 0.000022, 1.470604
14.000000, 7.979400, 0.282173, 100, 100, 25781682, 0.000000, 0.000004, 560.492371, 0.000022, 1.471945
15.000000, 8.979400, 0.251487, 100, 100, 849117286, 0.000000, 0.000000, 18382.958984, 0.000022, 1.478095
.523985,0.000012,0.000001,-nan,-nan,37.485710,0.0000050.000002,-nan,-nan,19.200001,0.000009,0.000001,-nan,-nan,110.344826,0.000007,0.000002,-nan,-nan,58.715591,0.000012,0.000009,-nan,-nan,13.892909,0.000052,0.000001,-nan,-nan,184.615387,0.000004,0.000002,-nan,-nan,16.107384,0.000011,0.000001,-nan,-nan,36.641220,0.0000050.000002,-nan,-nan,18.773333,0.000010,0.000001,-nan,-nan,109.147285,0.000007,0.000002,-nan,-nan,58.423237,0.000012,0.000009,-nan,-nan,13.961329,0.000052,0.000001,-nan,-nan,175.999985,0.000004,0.000002,-nan,-nan,16.564707,0.000011,0.000001,-nan,-nan,38.895027,0.0000050.000002,-nan,-nan,18.942282,0.000010,0.000001,-nan,-nan,108.972969,0.000007,0.000002,-nan,-nan,59.607182,0.000012,0.000009,-nan,-nan,13.934337,0.000053,0.000001,-nan,-nan,196.000015,0.000004,0.000002,-nan,-nan,17.596010,0.000010,0.000001,-nan,-nan,38.876034,0.0000050.000002,-nan,-nan,18.440046,0.000010,0.000001,-nan,-nan,103.698868,0.000007,0.000002,-nan,-nan,58.531181,0.000012,0.000009,-nan,-nan,13.951337,0.000052,0.000001,-nan,-nan,196.465134,0.000004,0.000002,-nan,-nan,18.322729,0.000010,0.000001,-nan,-nan,41.794197,0.0000040.000002,-nan,-nan,18.644917,0.000010,0.000001,-nan,-nan,104.656242,0.000007,0.000002,-nan,-nan,58.599449,0.000013,0.000009,-nan,-nan,13.955941,0.000053,0.000001,-nan,-nan,192.224243,0.000004,0.000002,-nan,-nan,18.559134,0.000010,0.000001,-nan,-nan,42.174660,0.0000040.000002,-nan,-nan,18.490816,0.000010,0.000001,-nan,-nan,105.293800,0.000007,0.000002,-nan,-nan,58.781479,0.000013,0.000009,-nan,-nan,13.959100,0.000053,0.000001,-nan,-nan,194.334518,0.000004,0.000002,-nan,-nan,19.185947,0.000010,0.000001,-nan,-nan,41.614021,0.0000040.000002,-nan,-nan,18.511311,0.000010,0.000001,-nan,-nan,105.528809,0.000007,0.000002,-nan,-nan,59.022667,0.000013,0.000009,-nan,-nan,13.939509,0.000053,0.000001,-nan,-nan,196.190689,0.000004,0.000002,-nan,-nan,19.622463,0.000009,0.000001,-nan,-nan,41.528046,0.0000040.000002,-nan,-nan,18.542107,0.000010,0.000001,-nan,-nan,105.694344,0.000007,0.000002,-nan,-nan,59.100128,0.000013,0.000009,-nan,-nan,13.973551,0.000053,0.000001,-nan,-nan,195.881470,0.000004,0.000002,-nan,-nan,19.804060,0.000009,0.000001,-nan,-nan,41.606567,0.0000040.000002,-nan,-nan,18.530235,0.000010,0.000001,-nan,-nan,105.491814,0.000007,0.000002,-nan,-nan,59.072613,0.000013,0.000009,-nan,-nan,13.955100,0.000054,0.000001,-nan,-nan,195.874374,0.000004,0.000002,-nan,-nan,19.874912,0.000009,0.000001,-nan,-nan,41.683792,0.0000050.000001,-nan,-nan,24.578730,0.000013,0.000001,-nan,-nan,131.056290,0.000009,0.000002,-nan,-nan,70.970833,0.000017,0.000010,-nan,-nan,12.293664,0.000100,0.000001,-nan,-nan,196.698212,0.000006,0.000001,-nan,-nan,24.582666,0.000013,0.000001,-nan,-nan,49.168346,0.0000060.000000,-nan,-nan,768.343811,0.000013,0.000000,-nan,-nan,3172.795898,0.000013,0.000000,-nan,-nan,1615.496582,0.000025,0.000000,-nan,-nan,404.881195,0.000100,0.000000,-nan,-nan,6324.809570,0.000006,0.000000,-nan,-nan,776.165466,0.000013,0.000000,-nan,-nan,1571.202393,0.000006
