Eb/No,gen_avg,gen_min,gen_max,gen_thr,gen_percent,encode_avg,encode_min,encode_max,encode_thr,encode_percent,bpsk_avg,bpsk_min,bpsk_max,bpsk_thr,bpsk_percent,awgn_avg,awgn_min,awgn_max,awgn_thr,awgn_percent,demodulate_avg,demodulate_min_demodulate_max,demodulate_thr,demodulate_percent,decode_avg,decode_min,decode_max,decode_thr,decode_percent,monitor_avg,monitor_min,monitor_max,monitor_thr,monitor_percent
0.000000,2.100000,2.000000,4.000000,15.238096,9.976247,1.210000,1.000000,2.000000,79.338837,5.748219,2.440000,2.000000,4.000000,39.344261,11.591450,8.740000,2.000000,9.000000,10.983982,41.520191,0.780000,1.000000,4.000000,123.076927,3.705463,4.360000,2.000000,4.000000,7.339449,20.712589,1.420000,1.000000,4.000000,22.535212,6.745843
1.000000,2.130000,2.000000,3.000000,15.023474,10.299808,1.330000,1.000000,2.000000,72.180450,6.431334,2.510000,2.000000,3.000000,38.247013,12.137331,8.470000,2.000000,9.000000,11.334120,40.957447,0.780000,1.000000,3.000000,123.076927,3.771760,4.250000,2.000000,5.000000,7.529412,20.551256,1.210000,1.000000,3.000000,26.446280,5.851064
2.000000,2.040000,0.000000,3.000000,15.686275,10.019646,1.220000,1.000000,2.000000,78.688522,5.992141,2.520000,0.000000,3.000000,38.095238,12.377210,8.510000,0.000000,9.000000,11.280846,41.797642,0.720000,0.000000,3.000000,133.333328,3.536346,4.160000,0.000000,4.000000,7.692308,20.432219,1.190000,0.000000,3.000000,26.890755,5.844794
3.000000,2.200000,2.000000,3.000000,14.545454,10.810811,1.300000,1.000000,2.000000,73.846153,6.388206,2.480000,2.000000,3.000000,38.709679,12.186732,8.420000,2.000000,8.000000,11.401425,41.375919,0.750000,1.000000,3.000000,128.000000,3.685504,4.050000,2.000000,5.000000,7.901234,19.901722,1.150000,1.000000,3.000000,27.826088,5.651105
4.000000,2.000000,1.000000,8.000000,16.000000,10.845986,1.140000,1.000000,2.000000,84.210526,6.182212,2.300000,1.000000,8.000000,41.739132,12.472885,7.740000,1.000000,8.000000,12.403101,41.973969,0.640000,1.000000,8.000000,150.000000,3.470716,3.580000,1.000000,8.000000,8.938548,19.414316,1.040000,1.000000,8.000000,30.769232,5.639913
5.000000,1.900000,1.000000,2.000000,16.842106,10.644258,1.190000,1.000000,2.000000,80.672264,6.666667,2.130000,1.000000,2.000000,45.070419,11.932774,7.490000,1.000000,8.000000,12.817090,41.960785,0.650000,0.000000,2.000000,147.692307,3.641457,3.530000,1.000000,4.000000,9.065156,19.775909,0.960000,1.000000,2.000000,33.333336,5.378151
6.000000,1.910000,1.000000,2.000000,16.753927,10.694288,1.120000,1.000000,2.000000,85.714287,6.270997,2.250000,1.000000,3.000000,42.666668,12.597984,7.400000,1.000000,9.000000,12.972973,41.433369,0.720000,1.000000,2.000000,133.333328,4.031355,3.490000,1.000000,3.000000,9.169054,19.540873,0.970000,0.000000,2.000000,32.989689,5.431131
7.000000,1.742574,1.000000,2.000000,18.363636,10.401891,1.069307,1.000000,2.000000,89.777771,6.382978,2.099010,1.000000,2.000000,45.735847,12.529552,7.019802,1.000000,6.000000,13.675599,41.903072,0.653465,1.000000,2.000000,146.909088,3.900709,3.257426,1.000000,3.000000,9.823709,19.444445,0.910891,1.000000,2.000000,35.130432,5.437352
8.000000,1.820755,1.000000,4.000000,17.575129,10.836608,1.066038,1.000000,2.000000,90.053093,6.344750,2.084906,1.000000,4.000000,46.045250,12.408759,7.113207,1.000000,7.000000,13.496021,42.335762,0.603774,1.000000,4.000000,159.000000,3.593487,3.216981,1.000000,4.000000,9.947214,19.146547,0.896226,1.000000,4.000000,35.705265,5.334082
9.000000,1.769912,1.000000,2.000000,18.080000,10.615712,1.026549,1.000000,2.000000,93.517242,6.157113,2.115044,1.000000,2.000000,45.389118,12.685777,7.115044,1.000000,7.000000,13.492537,42.675159,0.592920,1.000000,2.000000,161.910446,3.556264,3.115044,1.000000,3.000000,10.272727,18.683653,0.938053,1.000000,2.000000,34.113209,5.626327
