Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame, SNR throughput
0.000000, -6.020600, 1.414214, 187, 100, 138, 0.042346, 0.724638, 3653.000000, 26.471014, 1.208869
1.000000, -5.020600, 1.260419, 162, 100, 141, 0.035904, 0.709220, 3673.000000, 26.049644, 1.228424
2.000000, -4.020600, 1.123350, 132, 100, 197, 0.020939, 0.507614, 4737.000000, 24.045685, 1.330800
3.000000, -3.020600, 1.001187, 114, 100, 281, 0.012678, 0.355872, 6310.000000, 22.455517, 1.425040
4.000000, -2.020600, 0.892308, 114, 100, 466, 0.007645, 0.214592, 9336.000977, 20.034336, 1.597258
5.000000, -1.020600, 0.795271, 104, 100, 728, 0.004464, 0.137363, 14319.000000, 19.668957, 1.626929
6.000000, -0.020600, 0.708786, 100, 100, 1815, 0.001722, 0.055096, 35591.000000, 19.609365, 1.631873
7.000000, 0.979400, 0.631706, 100, 100, 4451, 0.000702, 0.022467, 86854.000000, 19.513369, 1.639901
8.000000, 1.979400, 0.563009, 101, 100, 18225, 0.000173, 0.005487, 354746.000000, 19.464802, 1.643993
9.000000, 2.979400, 0.501782, 100, 100, 68044, 0.000046, 0.001470, 1321649.000000, 19.423447, 1.647493
10.000000, 3.979400, 0.447214, 100, 100, 387796, 0.000008, 0.000258, 7527045.000000, 19.409805, 1.648651
