Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame, SNR throughput
0.000000, -3.010300, 1.000000, 248, 100, 106, 0.073113, 0.943396, 2040.000000, 19.245283, 1.662745
1.000000, -2.010300, 0.891251, 221, 100, 115, 0.060054, 0.869565, 2048.000000, 17.808695, 1.796875
2.000000, -1.010300, 0.794328, 160, 100, 138, 0.036232, 0.724638, 2425.999756, 17.579708, 1.820280
3.000000, -0.010300, 0.707946, 152, 100, 175, 0.027143, 0.571429, 2787.000000, 15.925714, 2.009329
4.000000, 0.989700, 0.630957, 120, 100, 275, 0.013636, 0.363636, 4221.000000, 15.349091, 2.084814
5.000000, 1.989700, 0.562341, 108, 100, 478, 0.007061, 0.209205, 6983.000000, 14.608787, 2.190463
6.000000, 2.989700, 0.501187, 106, 100, 1223, 0.002709, 0.081766, 17641.000000, 14.424366, 2.218468
7.000000, 3.989700, 0.446684, 100, 100, 4093, 0.000763, 0.024432, 59165.000000, 14.455168, 2.213741
8.000000, 4.989700, 0.398107, 100, 100, 17116, 0.000183, 0.005842, 246622.000000, 14.408857, 2.220856
9.000000, 5.989700, 0.354813, 100, 100, 81807, 0.000038, 0.001222, 1187308.000000, 14.513526, 2.204840
