Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -6.020600, 1.414214, 281, 100, 106, 0.082842, 0.943396, 2782, 26.245283, 1.219267
1.000000, -5.020600, 1.260419, 212, 100, 124, 0.053427, 0.806452, 2939, 23.701612, 1.350119
2.000000, -4.020600, 1.123350, 175, 100, 142, 0.038512, 0.704225, 3287, 23.147888, 1.382416
3.000000, -3.020600, 1.001187, 145, 100, 205, 0.022104, 0.487805, 4340, 21.170732, 1.511521
4.000000, -2.020600, 0.892308, 116, 100, 313, 0.011581, 0.319489, 6200, 19.808308, 1.615484
5.000000, -1.020600, 0.795271, 105, 100, 562, 0.005839, 0.177936, 11199, 19.927046, 1.605858
6.000000, -0.020600, 0.708786, 103, 100, 1270, 0.002534, 0.078740, 25059, 19.731497, 1.621773
7.000000, 0.979400, 0.631706, 102, 100, 3815, 0.000836, 0.026212, 75328, 19.745216, 1.620646
8.000000, 1.979400, 0.563009, 100, 100, 12510, 0.000250, 0.007994, 248603, 19.872343, 1.610278
9.000000, 2.979400, 0.501782, 100, 100, 100690, 0.000031, 0.000993, 2011292, 19.975092, 1.601995
10.000000, 3.979400, 0.447214, 100, 100, 779853, 0.000004, 0.000128, 15500836, 19.876612, 1.609932
11.000000, 4.979400, 0.398580, 101, 100, 11358978, 0.000000, 0.000009, 224466228, 19.761129, 1.619341
