Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -6.020600, 1.414214, 213, 100, 107, 0.062208, 0.934579, 2426, 22.672897, 1.411377
1.000000, -5.020600, 1.260419, 178, 100, 128, 0.043457, 0.781250, 2732, 21.343750, 1.499268
2.000000, -4.020600, 1.123350, 156, 100, 135, 0.036111, 0.740741, 2725, 20.185184, 1.585321
3.000000, -3.020600, 1.001187, 135, 100, 207, 0.020380, 0.483092, 4046, 19.545895, 1.637172
4.000000, -2.020600, 0.892308, 114, 100, 289, 0.012327, 0.346021, 5245, 18.148788, 1.763203
5.000000, -1.020600, 0.795271, 106, 100, 563, 0.005884, 0.177620, 10042, 17.836590, 1.794065
6.000000, -0.020600, 0.708786, 102, 100, 1176, 0.002710, 0.085034, 20946, 17.811224, 1.796620
7.000000, 0.979400, 0.631706, 100, 100, 3346, 0.000934, 0.029886, 59679, 17.835924, 1.794132
8.000000, 1.979400, 0.563009, 100, 100, 14398, 0.000217, 0.006945, 256941, 17.845604, 1.793159
9.000000, 2.979400, 0.501782, 100, 100, 89637, 0.000035, 0.001116, 1599313, 17.842108, 1.793510
10.000000, 3.979400, 0.447214, 100, 100, 740800, 0.000004, 0.000135, 13208684, 17.830297, 1.794698
11.000000, 4.979400, 0.398580, 100, 100, 11700688, 0.000000, 0.000009, 208795679, 17.844736, 1.793246
