Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, 0.000000, 0.707107, 204, 100, 109, 0.058486, 0.917431, 1350, 12.385321, 2.583704
1.000000, 1.000000, 0.630210, 170, 100, 121, 0.043905, 0.826446, 1452, 12.000000, 2.666667
2.000000, 2.000000, 0.561675, 149, 100, 137, 0.033987, 0.729927, 1610, 11.751824, 2.722981
3.000000, 3.000000, 0.500593, 129, 100, 181, 0.022272, 0.552486, 2133, 11.784531, 2.715424
4.000000, 4.000000, 0.446154, 115, 100, 333, 0.010792, 0.300300, 3892, 11.687688, 2.737924
5.000000, 5.000000, 0.397635, 109, 100, 550, 0.006193, 0.181818, 6530, 11.872727, 2.695253
6.000000, 6.000000, 0.354393, 103, 100, 1302, 0.002472, 0.076805, 15332, 11.775729, 2.717454
7.000000, 7.000000, 0.315853, 102, 100, 4145, 0.000769, 0.024125, 48959, 11.811581, 2.709206
8.000000, 8.000000, 0.281504, 101, 100, 16871, 0.000187, 0.005927, 196062, 11.621243, 2.753578
9.000000, 9.000000, 0.250891, 100, 100, 91879, 0.000034, 0.001088, 1067830, 11.622133, 2.753367
10.000000, 10.000000, 0.223607, 100, 100, 757502, 0.000004, 0.000132, 8945814, 11.809625, 2.709654
11.000000, 11.000000, 0.199290, 100, 100, 10130442, 0.000000, 0.000010, 118100086, 11.657940, 2.744910
