Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -3.010300, 1.000000, 2053, 100, 100, 0.080195, 1.000000, 6879, 68.790001, 3.721471
1.000000, -2.010300, 0.891251, 1391, 100, 100, 0.054336, 1.000000, 6238, 62.380001, 4.103879
2.000000, -1.010300, 0.794328, 977, 100, 100, 0.038164, 1.000000, 5979, 59.790001, 4.281652
3.000000, -0.010300, 0.707946, 626, 100, 101, 0.024211, 0.990099, 5957, 58.980198, 4.340440
4.000000, 0.989700, 0.630957, 329, 100, 101, 0.012724, 0.990099, 5909, 58.504951, 4.375698
5.000000, 1.989700, 0.562341, 201, 100, 126, 0.006231, 0.793651, 7367, 58.468254, 4.378444
6.000000, 2.989700, 0.501187, 129, 100, 226, 0.002230, 0.442478, 13217, 58.482300, 4.377393
7.000000, 3.989700, 0.446684, 112, 100, 584, 0.000749, 0.171233, 34106, 58.400684, 4.383510
8.000000, 4.989700, 0.398107, 104, 100, 2235, 0.000182, 0.044743, 130350, 58.322147, 4.389413
9.000000, 5.989700, 0.354813, 100, 100, 11277, 0.000035, 0.008868, 658197, 58.366322, 4.386091
10.000000, 6.989700, 0.316228, 100, 100, 107975, 0.000004, 0.000926, 6299224, 58.339653, 4.388096
11.000000, 7.989700, 0.281838, 100, 100, 1900284, 0.000000, 0.000053, 110836810, 58.326443, 4.389090
