Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -6.020600, 1.414214, 1938, 100, 100, 0.075703, 1.000000, 11225, 112.250000, 2.280624
1.000000, -5.020600, 1.260419, 1494, 100, 100, 0.058359, 1.000000, 10101, 101.010002, 2.534403
2.000000, -4.020600, 1.123350, 968, 100, 100, 0.037813, 1.000000, 9788, 97.879997, 2.615448
3.000000, -3.020600, 1.001187, 613, 100, 100, 0.023945, 1.000000, 9769, 97.690002, 2.620534
4.000000, -2.020600, 0.892308, 341, 100, 102, 0.013059, 0.980392, 9739, 95.480392, 2.681179
5.000000, -1.020600, 0.795271, 188, 100, 134, 0.005480, 0.746269, 12853, 95.917908, 2.668949
6.000000, -0.020600, 0.708786, 134, 100, 196, 0.002671, 0.510204, 18656, 95.183670, 2.689537
7.000000, 0.979400, 0.631706, 109, 100, 553, 0.000770, 0.180832, 52370, 94.701630, 2.703227
8.000000, 1.979400, 0.563009, 104, 100, 1949, 0.000208, 0.051308, 184675, 94.753723, 2.701741
9.000000, 2.979400, 0.501782, 102, 100, 12192, 0.000033, 0.008202, 1146321, 94.022392, 2.722756
10.000000, 3.979400, 0.447214, 100, 100, 102454, 0.000004, 0.000976, 9626025, 93.954605, 2.724720
11.000000, 4.979400, 0.398580, 100, 100, 1671187, 0.000000, 0.000060, 156548697, 93.675156, 2.732848
