Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -3.010300, 1.000000, 489, 100, 102, 0.149816, 0.980392, 2198.000244, 21.549023, 1.484986
1.000000, -2.010300, 0.891251, 379, 100, 102, 0.116115, 0.980392, 2134.000000, 20.921568, 1.529522
2.000000, -1.010300, 0.794328, 301, 100, 104, 0.090445, 0.961538, 2124.000000, 20.423077, 1.566855
3.000000, -0.010300, 0.707946, 237, 100, 111, 0.066723, 0.900901, 2181.000000, 19.648649, 1.628611
4.000000, 0.989700, 0.630957, 189, 100, 126, 0.046875, 0.793651, 2385.999756, 18.936506, 1.689858
5.000000, 1.989700, 0.562341, 159, 100, 157, 0.031648, 0.636943, 2893.000000, 18.426752, 1.736606
6.000000, 2.989700, 0.501187, 139, 100, 228, 0.019052, 0.438596, 4197.000000, 18.407894, 1.738385
7.000000, 3.989700, 0.446684, 115, 100, 401, 0.008962, 0.249377, 7363.999512, 18.364088, 1.742531
8.000000, 4.989700, 0.398107, 104, 100, 969, 0.003354, 0.103199, 17749.000000, 18.316822, 1.747028
9.000000, 5.989700, 0.354813, 102, 100, 2287, 0.001394, 0.043725, 41786.000000, 18.271097, 1.751400
