Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, 0.000000, 0.707107, 2944, 100, 100, 0.920000, 1.000000, 1876.999878, 18.769999, 1.704848
1.000000, 1.000000, 0.630210, 3022, 100, 100, 0.944375, 1.000000, 1803.000122, 18.030001, 1.774820
2.000000, 2.000000, 0.561675, 3087, 100, 100, 0.964688, 1.000000, 1787.000122, 17.870001, 1.790711
3.000000, 3.000000, 0.500593, 3118, 100, 100, 0.974375, 1.000000, 1791.000122, 17.910002, 1.786711
4.000000, 4.000000, 0.446154, 3152, 100, 100, 0.985000, 1.000000, 1780.000000, 17.799999, 1.797753
5.000000, 5.000000, 0.397635, 3182, 100, 100, 0.994375, 1.000000, 1779.000122, 17.790001, 1.798763
6.000000, 6.000000, 0.354393, 3193, 100, 100, 0.997813, 1.000000, 1736.000000, 17.360001, 1.843318
7.000000, 7.000000, 0.315853, 3196, 100, 100, 0.998750, 1.000000, 1579.000122, 15.790001, 2.026599
8.000000, 8.000000, 0.281504, 3200, 100, 100, 1.000000, 1.000000, 1564.000000, 15.640000, 2.046036
9.000000, 9.000000, 0.250891, 3200, 100, 100, 1.000000, 1.000000, 1551.000122, 15.510001, 2.063185
