Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -4.771213, 1.224745, 327, 100, 102, 0.100184, 0.980392, 2550.000244, 25.000002, 1.280000
1.000000, -3.771213, 1.091555, 282, 100, 108, 0.081597, 0.925926, 2695.000000, 24.953703, 1.282375
2.000000, -2.771213, 0.972849, 240, 100, 116, 0.064655, 0.862069, 2744.000000, 23.655172, 1.352770
3.000000, -1.771213, 0.867053, 176, 100, 152, 0.036184, 0.657895, 3391.000000, 22.309210, 1.434385
4.000000, -0.771213, 0.772762, 143, 100, 164, 0.027248, 0.609756, 3645.000000, 22.225609, 1.439780
5.000000, 0.228787, 0.688725, 130, 100, 249, 0.016315, 0.401606, 5523.999512, 22.184736, 1.442433
6.000000, 1.228787, 0.613826, 113, 100, 433, 0.008155, 0.230947, 9638.000000, 22.258661, 1.437643
7.000000, 2.228787, 0.547073, 110, 100, 952, 0.003611, 0.105042, 20942.000000, 21.997900, 1.454684
8.000000, 3.228787, 0.487580, 100, 100, 2681, 0.001166, 0.037300, 58950.000000, 21.988064, 1.455335
9.000000, 4.228787, 0.434556, 100, 100, 10733, 0.000291, 0.009317, 235059.000000, 21.900587, 1.461148
