Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -3.010300, 1.000000, 303, 100, 104, 0.091046, 0.961538, 2197.000000, 21.125000, 1.514793
1.000000, -2.010300, 0.891251, 257, 100, 118, 0.068061, 0.847458, 2505.999756, 21.237286, 1.506784
2.000000, -1.010300, 0.794328, 171, 100, 132, 0.040483, 0.757576, 2800.000000, 21.212122, 1.508571
3.000000, -0.010300, 0.707946, 147, 100, 166, 0.027673, 0.602410, 3373.000000, 20.319277, 1.574859
4.000000, 0.989700, 0.630957, 120, 100, 242, 0.015496, 0.413223, 4633.000000, 19.144629, 1.671487
5.000000, 1.989700, 0.562341, 108, 100, 473, 0.007135, 0.211416, 8779.000000, 18.560253, 1.724114
6.000000, 2.989700, 0.501187, 104, 100, 1441, 0.002255, 0.069396, 26778.000000, 18.582928, 1.722011
7.000000, 3.989700, 0.446684, 106, 100, 3506, 0.000945, 0.028523, 65166.000000, 18.586994, 1.721634
8.000000, 4.989700, 0.398107, 100, 100, 10970, 0.000285, 0.009116, 205027.000000, 18.689791, 1.712165
9.000000, 5.989700, 0.354813, 100, 100, 52206, 0.000060, 0.001915, 966704.000000, 18.517105, 1.728132
