Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -6.020600, 1.414214, 285, 100, 110, 0.080966, 0.909091, 3246.000244, 29.509092, 1.084412
1.000000, -5.020600, 1.260419, 230, 100, 120, 0.059896, 0.833333, 3363.000000, 28.025000, 1.141838
2.000000, -4.020600, 1.123350, 182, 100, 140, 0.040625, 0.714286, 3847.000000, 27.478571, 1.164544
3.000000, -3.020600, 1.001187, 139, 100, 166, 0.026167, 0.602410, 4240.000000, 25.542170, 1.252830
4.000000, -2.020600, 0.892308, 120, 100, 287, 0.013066, 0.348432, 7037.000000, 24.519163, 1.305102
5.000000, -1.020600, 0.795271, 109, 100, 569, 0.005986, 0.175747, 13923.000000, 24.469244, 1.307764
6.000000, -0.020600, 0.708786, 103, 100, 949, 0.003392, 0.105374, 23222.000000, 24.469969, 1.307725
7.000000, 0.979400, 0.631706, 102, 100, 2639, 0.001208, 0.037893, 65035.000000, 24.643805, 1.298501
8.000000, 1.979400, 0.563009, 100, 100, 7914, 0.000395, 0.012636, 194374.984375, 24.560904, 1.302884
9.000000, 2.979400, 0.501782, 100, 100, 38868, 0.000080, 0.002573, 950617.000000, 24.457575, 1.308388
