Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -6.020600, 1.414214, 532, 100, 100, 0.166250, 1.000000, 2684.000000, 26.840000, 1.192250
1.000000, -5.020600, 1.260419, 428, 100, 101, 0.132426, 0.990099, 2868.000000, 28.396040, 1.126918
2.000000, -4.020600, 1.123350, 351, 100, 102, 0.107537, 0.980392, 2777.999756, 27.235292, 1.174946
3.000000, -3.020600, 1.001187, 290, 100, 107, 0.084696, 0.934579, 2804.000000, 26.205608, 1.221113
4.000000, -2.020600, 0.892308, 225, 100, 109, 0.064507, 0.917431, 2717.000000, 24.926605, 1.283769
5.000000, -1.020600, 0.795271, 186, 100, 131, 0.044370, 0.763359, 3259.000000, 24.877863, 1.286284
6.000000, -0.020600, 0.708786, 169, 100, 162, 0.032600, 0.617284, 3998.000244, 24.679014, 1.296648
7.000000, 0.979400, 0.631706, 136, 100, 224, 0.018973, 0.446429, 5505.000000, 24.575893, 1.302089
8.000000, 1.979400, 0.563009, 112, 100, 376, 0.009309, 0.265957, 9218.000000, 24.515957, 1.305272
9.000000, 2.979400, 0.501782, 106, 100, 690, 0.004801, 0.144928, 16856.000000, 24.428986, 1.309919
10.000000, 3.979400, 0.447214, 103, 100, 1711, 0.001881, 0.058445, 41881.003906, 24.477501, 1.307323
