Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -3.010300, 1.000000, 1998, 100, 100, 0.078047, 1.000000, 6916, 69.160004, 3.701562
1.000000, -2.010300, 0.891251, 1409, 100, 100, 0.055039, 1.000000, 6444, 64.440002, 3.972688
2.000000, -1.010300, 0.794328, 1020, 100, 100, 0.039844, 1.000000, 5990, 59.900002, 4.273790
3.000000, -0.010300, 0.707946, 600, 100, 100, 0.023438, 1.000000, 5885, 58.849998, 4.350042
4.000000, 0.989700, 0.630957, 313, 100, 103, 0.011870, 0.970874, 6151, 59.718445, 4.286783
5.000000, 1.989700, 0.562341, 195, 100, 117, 0.006510, 0.854701, 7040, 60.170940, 4.254546
6.000000, 2.989700, 0.501187, 141, 100, 225, 0.002448, 0.444444, 13791, 61.293335, 4.176637
7.000000, 3.989700, 0.446684, 111, 100, 563, 0.000770, 0.177620, 35020, 62.202488, 4.115591
8.000000, 4.989700, 0.398107, 102, 100, 2049, 0.000194, 0.048804, 129283, 63.095657, 4.057332
9.000000, 5.989700, 0.354813, 101, 100, 9631, 0.000041, 0.010383, 609613, 63.296959, 4.044428
10.000000, 6.989700, 0.316228, 100, 100, 39210, 0.000010, 0.002550, 2476569, 63.161667, 4.053091
11.000000, 7.989700, 0.281838, 100, 100, 184493, 0.000002, 0.000542, 11625278, 63.012028, 4.062716
