Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -3.010300, 1.000000, 263, 100, 107, 0.076811, 0.934579, 2097, 19.598131, 1.632809
1.000000, -2.010300, 0.891251, 221, 100, 121, 0.057076, 0.826446, 2143, 17.710743, 1.806813
2.000000, -1.010300, 0.794328, 160, 100, 139, 0.035971, 0.719424, 2418, 17.395683, 1.839537
3.000000, -0.010300, 0.707946, 149, 100, 192, 0.024251, 0.520833, 3403, 17.723959, 1.805466
4.000000, 0.989700, 0.630957, 127, 100, 309, 0.012844, 0.323625, 5051, 16.346279, 1.957632
5.000000, 1.989700, 0.562341, 110, 100, 645, 0.005329, 0.155039, 10297, 15.964341, 2.004467
6.000000, 2.989700, 0.501187, 104, 100, 1028, 0.003161, 0.097276, 16182, 15.741245, 2.032876
7.000000, 3.989700, 0.446684, 101, 100, 4528, 0.000697, 0.022085, 70272, 15.519435, 2.061931
8.000000, 4.989700, 0.398107, 100, 100, 16300, 0.000192, 0.006135, 251983, 15.459080, 2.069981
9.000000, 5.989700, 0.354813, 100, 100, 80910, 0.000039, 0.001236, 1238545, 15.307688, 2.090453
10.000000, 6.989700, 0.316228, 100, 100, 934226, 0.000003, 0.000107, 14239066, 15.241565, 2.099522
11.000000, 7.989700, 0.281838, 100, 100, 9635012, 0.000000, 0.000010, 146559182, 15.211105, 2.103726
