Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame, SNR throughput
0.000000, -4.771213, 1.224745, 1604, 100, 100, 0.501250, 1.000000, 2380.000000, 23.799999, 1.344538
1.000000, -3.771213, 1.091555, 1600, 100, 100, 0.500000, 1.000000, 2248.000000, 22.480000, 1.423488
2.000000, -2.771213, 0.972849, 1586, 100, 100, 0.495625, 1.000000, 2125.000000, 21.250000, 1.505882
3.000000, -1.771213, 0.867053, 1588, 100, 100, 0.496250, 1.000000, 2094.000000, 20.940001, 1.528176
4.000000, -0.771213, 0.772762, 1648, 100, 100, 0.515000, 1.000000, 2095.000000, 20.950001, 1.527446
5.000000, 0.228787, 0.688725, 1584, 100, 100, 0.495000, 1.000000, 2051.000000, 20.510000, 1.560215
6.000000, 1.228787, 0.613826, 1630, 100, 100, 0.509375, 1.000000, 1966.000000, 19.660000, 1.627670
7.000000, 2.228787, 0.547073, 1630, 100, 100, 0.509375, 1.000000, 1906.000000, 19.059999, 1.678909
8.000000, 3.228787, 0.487580, 1612, 100, 100, 0.503750, 1.000000, 1832.999878, 18.329998, 1.745772
9.000000, 4.228787, 0.434556, 1584, 100, 100, 0.495000, 1.000000, 1830.000000, 18.299999, 1.748634
