Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame, SNR throughput
0.000000, 0.000000, 0.707107, 1647, 100, 100, 0.514687, 1.000000, 1727.000122, 17.270000, 1.852924
1.000000, 1.000000, 0.630210, 1616, 100, 100, 0.505000, 1.000000, 1618.000000, 16.180000, 1.977750
2.000000, 2.000000, 0.561675, 1596, 100, 100, 0.498750, 1.000000, 1606.000000, 16.059999, 1.992528
3.000000, 3.000000, 0.500593, 1641, 100, 100, 0.512812, 1.000000, 1564.000000, 15.640000, 2.046036
4.000000, 4.000000, 0.446154, 1599, 100, 100, 0.499687, 1.000000, 1486.000000, 14.860000, 2.153432
5.000000, 5.000000, 0.397635, 1585, 100, 100, 0.495313, 1.000000, 1468.000000, 14.680000, 2.179837
6.000000, 6.000000, 0.354393, 1605, 100, 100, 0.501562, 1.000000, 1392.999878, 13.929998, 2.297200
7.000000, 7.000000, 0.315853, 1562, 100, 100, 0.488125, 1.000000, 1394.000000, 13.940000, 2.295552
8.000000, 8.000000, 0.281504, 1617, 100, 100, 0.505313, 1.000000, 1395.000122, 13.950001, 2.293907
9.000000, 9.000000, 0.250891, 1598, 100, 100, 0.499375, 1.000000, 1392.999878, 13.929998, 2.297200
