Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame, SNR throughput
0.000000, -6.020600, 1.414214, 187, 100, 138, 0.042346, 0.724638, 3593.000000, 26.036232, 1.229056
1.000000, -5.020600, 1.260419, 162, 100, 141, 0.035904, 0.709220, 3305.999756, 23.446806, 1.364791
2.000000, -4.020600, 1.123350, 132, 100, 197, 0.020939, 0.507614, 4459.000000, 22.634518, 1.413770
3.000000, -3.020600, 1.001187, 114, 100, 281, 0.012678, 0.355872, 5834.000000, 20.761566, 1.541310
4.000000, -2.020600, 0.892308, 114, 100, 466, 0.007645, 0.214592, 9262.000000, 19.875536, 1.610019
5.000000, -1.020600, 0.795271, 104, 100, 728, 0.004464, 0.137363, 14406.000000, 19.788462, 1.617104
6.000000, -0.020600, 0.708786, 100, 100, 1815, 0.001722, 0.055096, 35841.000000, 19.747107, 1.620491
7.000000, 0.979400, 0.631706, 100, 100, 4451, 0.000702, 0.022467, 87203.000000, 19.591778, 1.633338
8.000000, 1.979400, 0.563009, 101, 100, 18225, 0.000173, 0.005487, 358952.000000, 19.695583, 1.624730
9.000000, 2.979400, 0.501782, 100, 100, 68044, 0.000046, 0.001470, 1336919.125000, 19.647861, 1.628676
10.000000, 3.979400, 0.447214, 100, 100, 387796, 0.000008, 0.000258, 7521914.000000, 19.396574, 1.649776
