Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -4.771213, 1.224745, 1944, 100, 100, 0.075938, 1.000000, 8637, 86.370003, 2.963992
1.000000, -3.771212, 1.091555, 1416, 100, 100, 0.055312, 1.000000, 8013, 80.129997, 3.194808
2.000000, -2.771212, 0.972849, 999, 100, 100, 0.039023, 1.000000, 7607, 76.070000, 3.365321
3.000000, -1.771212, 0.867053, 561, 100, 100, 0.021914, 1.000000, 7617, 76.169998, 3.360903
4.000000, -0.771212, 0.772762, 346, 100, 104, 0.012996, 0.961538, 7904, 76.000000, 3.368421
5.000000, 0.228788, 0.688725, 199, 100, 134, 0.005801, 0.746269, 10172, 75.910446, 3.372395
6.000000, 1.228788, 0.613826, 132, 100, 193, 0.002672, 0.518135, 14668, 76.000000, 3.368421
7.000000, 2.228788, 0.547073, 110, 100, 572, 0.000751, 0.174825, 43404, 75.881119, 3.373698
8.000000, 3.228788, 0.487580, 103, 100, 1782, 0.000226, 0.056117, 135252, 75.898987, 3.372904
9.000000, 4.228787, 0.434556, 100, 100, 9819, 0.000040, 0.010184, 745264, 75.900192, 3.372850
10.000000, 5.228787, 0.387298, 100, 100, 107681, 0.000004, 0.000929, 8172763, 75.897911, 3.372952
11.000000, 6.228787, 0.345180, 100, 100, 1918094, 0.000000, 0.000052, 145287538, 75.745789, 3.379726
