Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, 0.000000, 0.707107, 1993, 100, 100, 0.077852, 1.000000, 4901, 49.009998, 5.223424
1.000000, 1.000000, 0.630210, 1411, 100, 100, 0.055117, 1.000000, 4576, 45.759998, 5.594406
2.000000, 2.000000, 0.561675, 940, 100, 100, 0.036719, 1.000000, 4252, 42.520000, 6.020696
3.000000, 3.000000, 0.500593, 563, 100, 101, 0.021774, 0.990099, 4438, 43.940594, 5.826048
4.000000, 4.000000, 0.446154, 338, 100, 103, 0.012819, 0.970874, 4125, 40.048542, 6.392242
5.000000, 5.000000, 0.397635, 201, 100, 124, 0.006332, 0.806452, 5001, 40.330647, 6.347530
6.000000, 6.000000, 0.354393, 139, 100, 218, 0.002491, 0.458716, 8711, 39.958717, 6.406612
7.000000, 7.000000, 0.315853, 118, 100, 530, 0.000870, 0.188679, 21157, 39.918869, 6.413008
8.000000, 8.000000, 0.281504, 101, 100, 2496, 0.000158, 0.040064, 99688, 39.939102, 6.409759
9.000000, 9.000000, 0.250891, 100, 100, 10849, 0.000036, 0.009217, 434821, 40.079361, 6.387327
10.000000, 10.000000, 0.223607, 100, 100, 98694, 0.000004, 0.001013, 3945038, 39.972420, 6.404416
11.000000, 11.000000, 0.199290, 100, 100, 1287065, 0.000000, 0.000078, 51397000, 39.933491, 6.410659
