Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -6.020600, 1.414214, 2023, 100, 100, 0.079023, 1.000000, 10969, 109.690002, 2.333850
1.000000, -5.020600, 1.260419, 1472, 100, 100, 0.057500, 1.000000, 9324, 93.239998, 2.745603
2.000000, -4.020600, 1.123350, 964, 100, 100, 0.037656, 1.000000, 9104, 91.040001, 2.811951
3.000000, -3.020600, 1.001187, 605, 100, 100, 0.023633, 1.000000, 9068, 90.680000, 2.823114
4.000000, -2.020600, 0.892308, 337, 100, 104, 0.012658, 0.961538, 9412, 90.500000, 2.828729
5.000000, -1.020600, 0.795271, 185, 100, 141, 0.005125, 0.709220, 12749, 90.418442, 2.831281
6.000000, -0.020600, 0.708786, 129, 100, 194, 0.002597, 0.515464, 17551, 90.469070, 2.829696
7.000000, 0.979400, 0.631706, 106, 100, 511, 0.000810, 0.195695, 46234, 90.477493, 2.829433
8.000000, 1.979400, 0.563009, 105, 100, 2302, 0.000178, 0.043440, 208660, 90.642921, 2.824269
9.000000, 2.979400, 0.501782, 101, 100, 9310, 0.000042, 0.010741, 842764, 90.522446, 2.828028
10.000000, 3.979400, 0.447214, 100, 100, 101357, 0.000004, 0.000987, 9175722, 90.528748, 2.827831
11.000000, 4.979400, 0.398580, 100, 100, 1696258, 0.000000, 0.000059, 153027110, 90.214523, 2.837681
