Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -6.020600, 1.414214, 272, 100, 103, 0.082524, 0.970874, 2621, 25.446602, 1.257535
1.000000, -5.020600, 1.260419, 230, 100, 114, 0.063048, 0.877193, 2682, 23.526316, 1.360179
2.000000, -4.020600, 1.123350, 198, 100, 128, 0.048340, 0.781250, 2982, 23.296875, 1.373575
3.000000, -3.020600, 1.001187, 158, 100, 173, 0.028540, 0.578035, 3886, 22.462427, 1.424601
4.000000, -2.020600, 0.892308, 124, 100, 271, 0.014299, 0.369004, 5741, 21.184502, 1.510538
5.000000, -1.020600, 0.795271, 116, 100, 419, 0.008652, 0.238663, 8903, 21.248211, 1.506009
6.000000, -0.020600, 0.708786, 106, 100, 708, 0.004679, 0.141243, 15195, 21.461864, 1.491017
7.000000, 0.979400, 0.631706, 105, 100, 1846, 0.001777, 0.054171, 39277, 21.276815, 1.503985
8.000000, 1.979400, 0.563009, 101, 100, 5042, 0.000626, 0.019833, 107459, 21.312773, 1.501447
9.000000, 2.979400, 0.501782, 101, 100, 14308, 0.000221, 0.006989, 303792, 21.232317, 1.507136
10.000000, 3.979400, 0.447214, 100, 100, 58517, 0.000053, 0.001709, 1235742, 21.117659, 1.515320
11.000000, 4.979400, 0.398580, 100, 100, 301276, 0.000010, 0.000332, 6347164, 21.067606, 1.518920
