Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -4.771213, 1.224745, 266, 100, 104, 0.079928, 0.961538, 2358, 22.673077, 1.411366
1.000000, -3.771212, 1.091555, 222, 100, 116, 0.059806, 0.862069, 2400, 20.689655, 1.546667
2.000000, -2.771212, 0.972849, 191, 100, 127, 0.046998, 0.787402, 2645, 20.826771, 1.536484
3.000000, -1.771212, 0.867053, 150, 100, 155, 0.030242, 0.645161, 3148, 20.309677, 1.575604
4.000000, -0.771212, 0.772762, 133, 100, 235, 0.017686, 0.425532, 4532, 19.285107, 1.659312
5.000000, 0.228788, 0.688725, 118, 100, 369, 0.009993, 0.271003, 6929, 18.777779, 1.704142
6.000000, 1.228788, 0.613826, 111, 100, 631, 0.005497, 0.158479, 11874, 18.817749, 1.700522
7.000000, 2.228788, 0.547073, 103, 100, 1594, 0.002019, 0.062735, 29933, 18.778545, 1.704072
8.000000, 3.228788, 0.487580, 103, 100, 3939, 0.000817, 0.025387, 73978, 18.780909, 1.703858
9.000000, 4.228787, 0.434556, 101, 100, 13621, 0.000232, 0.007342, 254508, 18.684971, 1.712606
10.000000, 5.228787, 0.387298, 100, 100, 63332, 0.000049, 0.001579, 1181659, 18.658167, 1.715067
11.000000, 6.228787, 0.345180, 100, 100, 446474, 0.000007, 0.000224, 8301552, 18.593584, 1.721024
