Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, 0.000000, 0.707107, 288, 100, 106, 0.084906, 0.943396, 1697, 16.009434, 1.998821
1.000000, 1.000000, 0.630210, 207, 100, 118, 0.054820, 0.847458, 1885, 15.974576, 2.003183
2.000000, 2.000000, 0.561675, 181, 100, 147, 0.038478, 0.680272, 2117, 14.401361, 2.222012
3.000000, 3.000000, 0.500593, 143, 100, 180, 0.024826, 0.555556, 2518, 13.988889, 2.287530
4.000000, 4.000000, 0.446154, 115, 100, 287, 0.012522, 0.348432, 3887, 13.543554, 2.362748
5.000000, 5.000000, 0.397635, 111, 100, 515, 0.006735, 0.194175, 6730, 13.067961, 2.448737
6.000000, 6.000000, 0.354393, 109, 100, 1399, 0.002435, 0.071480, 17917, 12.807005, 2.498633
7.000000, 7.000000, 0.315853, 102, 100, 4168, 0.000765, 0.023992, 53294, 12.786469, 2.502646
8.000000, 8.000000, 0.281504, 101, 100, 16859, 0.000187, 0.005932, 217697, 12.912807, 2.478160
9.000000, 9.000000, 0.250891, 100, 100, 84461, 0.000037, 0.001184, 1083734, 12.831177, 2.493926
10.000000, 10.000000, 0.223607, 100, 100, 799079, 0.000004, 0.000125, 10218384, 12.787702, 2.502404
11.000000, 11.000000, 0.199290, 100, 100, 10794675, 0.000000, 0.000009, 138517852, 12.832054, 2.493755
