Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -3.010300, 1.000000, 268, 100, 105, 0.079762, 0.952381, 2047, 19.495237, 1.641426
1.000000, -2.010300, 0.891251, 202, 100, 110, 0.057386, 0.909091, 1938, 17.618181, 1.816306
2.000000, -1.010300, 0.794328, 172, 100, 146, 0.036815, 0.684932, 2491, 17.061644, 1.875552
3.000000, -0.010300, 0.707946, 142, 100, 183, 0.024249, 0.546448, 3376, 18.448088, 1.734597
4.000000, 0.989700, 0.630957, 122, 100, 282, 0.013520, 0.354610, 4554, 16.148935, 1.981555
5.000000, 1.989700, 0.562341, 113, 100, 539, 0.006551, 0.185529, 8551, 15.864564, 2.017074
6.000000, 2.989700, 0.501187, 108, 100, 1215, 0.002778, 0.082305, 18484, 15.213169, 2.103441
7.000000, 3.989700, 0.446684, 102, 100, 4416, 0.000722, 0.022645, 67201, 15.217618, 2.102826
8.000000, 4.989700, 0.398107, 101, 100, 15644, 0.000202, 0.006392, 238136, 15.222194, 2.102194
9.000000, 5.989700, 0.354813, 100, 100, 87192, 0.000036, 0.001147, 1328629, 15.237969, 2.100017
10.000000, 6.989700, 0.316228, 100, 100, 938836, 0.000003, 0.000107, 14352436, 15.287479, 2.093216
11.000000, 7.989700, 0.281838, 100, 100, 9016767, 0.000000, 0.000011, 138256891, 15.333311, 2.086960
