Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -4.771213, 1.224745, 267, 100, 103, 0.081007, 0.970874, 2256, 21.902912, 1.460993
1.000000, -3.771212, 1.091555, 208, 100, 119, 0.054622, 0.840336, 2460, 20.672270, 1.547967
2.000000, -2.771212, 0.972849, 175, 100, 139, 0.039344, 0.719424, 2754, 19.812950, 1.615105
3.000000, -1.771212, 0.867053, 131, 100, 177, 0.023129, 0.564972, 3335, 18.841808, 1.698351
4.000000, -0.771212, 0.772762, 121, 100, 304, 0.012438, 0.328947, 5643, 18.562500, 1.723906
5.000000, 0.228788, 0.688725, 107, 100, 569, 0.005877, 0.175747, 10096, 17.743410, 1.803487
6.000000, 1.228788, 0.613826, 102, 100, 1454, 0.002192, 0.068776, 25764, 17.719395, 1.805931
7.000000, 2.228788, 0.547073, 100, 100, 4178, 0.000748, 0.023935, 74111, 17.738392, 1.803997
8.000000, 3.228788, 0.487580, 100, 100, 15553, 0.000201, 0.006430, 275652, 17.723398, 1.805523
9.000000, 4.228787, 0.434556, 100, 100, 102097, 0.000031, 0.000979, 1808790, 17.716387, 1.806237
10.000000, 5.228787, 0.387298, 100, 100, 736350, 0.000004, 0.000136, 13028843, 17.693819, 1.808541
11.000000, 6.228787, 0.345180, 100, 100, 12865754, 0.000000, 0.000008, 224924052, 17.482384, 1.830414
