Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -3.010300, 1.000000, 434, 100, 101, 0.134282, 0.990099, 1964.999878, 19.455444, 1.644784
1.000000, -2.010300, 0.891251, 323, 100, 104, 0.097055, 0.961538, 1976.000000, 19.000000, 1.684211
2.000000, -1.010300, 0.794328, 233, 100, 108, 0.067419, 0.925926, 2020.999878, 18.712961, 1.710045
3.000000, -0.010300, 0.707946, 184, 100, 126, 0.045635, 0.793651, 2357.000000, 18.706348, 1.710649
4.000000, 0.989700, 0.630957, 162, 100, 161, 0.031444, 0.621118, 3001.999756, 18.645962, 1.716189
5.000000, 1.989700, 0.562341, 125, 100, 256, 0.015259, 0.390625, 4780.000488, 18.671877, 1.713807
6.000000, 2.989700, 0.501187, 105, 100, 445, 0.007374, 0.224719, 8333.000000, 18.725843, 1.708868
7.000000, 3.989700, 0.446684, 104, 100, 948, 0.003428, 0.105485, 17713.000000, 18.684599, 1.712640
8.000000, 4.989700, 0.398107, 103, 100, 2539, 0.001268, 0.039386, 46929.000000, 18.483261, 1.731296
9.000000, 5.989700, 0.354813, 100, 100, 11233, 0.000278, 0.008902, 206901.000000, 18.419033, 1.737333
