Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, 0.000000, 0.707107, 287, 100, 111, 0.080800, 0.900901, 2055.000000, 18.513514, 1.728467
1.000000, 1.000000, 0.630210, 212, 100, 120, 0.055208, 0.833333, 2209.000000, 18.408333, 1.738343
2.000000, 2.000000, 0.561675, 171, 100, 145, 0.036853, 0.689655, 2560.000000, 17.655172, 1.812500
3.000000, 3.000000, 0.500593, 135, 100, 177, 0.023835, 0.564972, 3097.999756, 17.502823, 1.828276
4.000000, 4.000000, 0.446154, 122, 100, 311, 0.012259, 0.321543, 5079.000000, 16.331190, 1.959441
5.000000, 5.000000, 0.397635, 108, 100, 517, 0.006528, 0.193424, 7589.000000, 14.678917, 2.179997
6.000000, 6.000000, 0.354393, 102, 100, 1263, 0.002524, 0.079177, 18417.000000, 14.581947, 2.194494
7.000000, 7.000000, 0.315853, 105, 100, 3348, 0.000980, 0.029869, 48933.000000, 14.615591, 2.189443
8.000000, 8.000000, 0.281504, 101, 100, 11328, 0.000279, 0.008828, 165886.000000, 14.643891, 2.185211
9.000000, 9.000000, 0.250891, 101, 100, 56961, 0.000055, 0.001756, 833094.000000, 14.625691, 2.187931
