Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -3.010300, 1.000000, 459, 100, 101, 0.142017, 0.990099, 2047.000122, 20.267328, 1.578896
1.000000, -2.010300, 0.891251, 368, 100, 100, 0.115000, 1.000000, 2039.000122, 20.390001, 1.569397
2.000000, -1.010300, 0.794328, 310, 100, 101, 0.095916, 0.990099, 2047.000122, 20.267328, 1.578896
3.000000, -0.010300, 0.707946, 276, 100, 113, 0.076327, 0.884956, 2217.999756, 19.628317, 1.630298
4.000000, 0.989700, 0.630957, 200, 100, 127, 0.049213, 0.787402, 2391.000000, 18.826771, 1.699707
5.000000, 1.989700, 0.562341, 175, 100, 139, 0.039344, 0.719424, 2566.000244, 18.460434, 1.733437
6.000000, 2.989700, 0.501187, 134, 100, 234, 0.017895, 0.427350, 4291.000000, 18.337606, 1.745048
7.000000, 3.989700, 0.446684, 119, 100, 400, 0.009297, 0.250000, 7337.000000, 18.342501, 1.744582
8.000000, 4.989700, 0.398107, 105, 100, 812, 0.004041, 0.123153, 14849.000000, 18.286945, 1.749882
9.000000, 5.989700, 0.354813, 102, 100, 1857, 0.001716, 0.053850, 33900.000000, 18.255251, 1.752920
