Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -3.010300, 1.000000, 2037, 100, 100, 0.079570, 1.000000, 6606, 66.059998, 3.875265
1.000000, -2.010300, 0.891251, 1389, 100, 100, 0.054258, 1.000000, 6173, 61.730000, 4.147092
2.000000, -1.010300, 0.794328, 1004, 100, 100, 0.039219, 1.000000, 5776, 57.759998, 4.432133
3.000000, -0.010300, 0.707946, 610, 100, 100, 0.023828, 1.000000, 5829, 58.290001, 4.391834
4.000000, 0.989700, 0.630957, 375, 100, 106, 0.013819, 0.943396, 6033, 56.915092, 4.497928
5.000000, 1.989700, 0.562341, 194, 100, 122, 0.006212, 0.819672, 6940, 56.885246, 4.500288
6.000000, 2.989700, 0.501187, 142, 100, 207, 0.002680, 0.483092, 11690, 56.473431, 4.533105
7.000000, 3.989700, 0.446684, 113, 100, 583, 0.000757, 0.171527, 32482, 55.715267, 4.594791
8.000000, 4.989700, 0.398107, 101, 100, 2412, 0.000164, 0.041459, 133312, 55.270313, 4.631781
9.000000, 5.989700, 0.354813, 101, 100, 10016, 0.000039, 0.009984, 552013, 55.113117, 4.644992
10.000000, 6.989700, 0.316228, 100, 100, 109079, 0.000004, 0.000917, 6010479, 55.102074, 4.645923
11.000000, 7.989700, 0.281838, 100, 100, 1618607, 0.000000, 0.000062, 89032563, 55.005669, 4.654066
