Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -6.020600, 1.414214, 2085, 105, 105, 0.077567, 1.000000, 10145, 96.619049, 2.649581
1.000000, -5.020600, 1.260419, 1500, 105, 105, 0.055804, 1.000000, 12675, 120.714287, 2.120710
2.000000, -4.020600, 1.123350, 1022, 105, 105, 0.038021, 1.000000, 11285, 107.476189, 2.381923
3.000000, -3.020600, 1.001187, 635, 105, 105, 0.023624, 1.000000, 11296, 107.580956, 2.379603
4.000000, -2.020600, 0.892308, 334, 105, 107, 0.012193, 0.981308, 12480, 116.635513, 2.194872
5.000000, -1.020600, 0.795271, 219, 105, 129, 0.006632, 0.813953, 12234, 94.837212, 2.699363
6.000000, -0.020600, 0.708786, 137, 102, 215, 0.002489, 0.474419, 22924, 106.623253, 2.400977
7.000000, 0.979400, 0.631706, 107, 100, 633, 0.000660, 0.157978, 65976, 104.227486, 2.456166
8.000000, 1.979400, 0.563009, 103, 100, 2178, 0.000185, 0.045914, 224615, 103.129021, 2.482327
9.000000, 2.979400, 0.501782, 101, 100, 10633, 0.000037, 0.009405, 1063323, 100.002167, 2.559945
10.000000, 3.979400, 0.447214, 100, 100, 106251, 0.000004, 0.000941, 10672753, 100.448494, 2.548570
11.000000, 4.979400, 0.398580, 100, 100, 1492641, 0.000000, 0.000067, 150346871, 100.725403, 2.541564
