Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -6.020600, 1.414214, 284, 100, 105, 0.084524, 0.952381, 2743, 26.123810, 1.224936
1.000000, -5.020600, 1.260419, 204, 100, 130, 0.049038, 0.769231, 3011, 23.161539, 1.381601
2.000000, -4.020600, 1.123350, 165, 100, 134, 0.038479, 0.746269, 3083, 23.007463, 1.390853
3.000000, -3.020600, 1.001187, 141, 100, 203, 0.021706, 0.492611, 4322, 21.290640, 1.503008
4.000000, -2.020600, 0.892308, 130, 100, 317, 0.012815, 0.315457, 6602, 20.826498, 1.536504
5.000000, -1.020600, 0.795271, 107, 100, 586, 0.005706, 0.170648, 11934, 20.365189, 1.571309
6.000000, -0.020600, 0.708786, 101, 100, 1373, 0.002299, 0.072833, 27646, 20.135469, 1.589235
7.000000, 0.979400, 0.631706, 100, 100, 3454, 0.000905, 0.028952, 69004, 19.977997, 1.601762
8.000000, 1.979400, 0.563009, 100, 100, 12687, 0.000246, 0.007882, 252244, 19.882084, 1.609489
9.000000, 2.979400, 0.501782, 100, 100, 95002, 0.000033, 0.001053, 1881908, 19.809141, 1.615416
10.000000, 3.979400, 0.447214, 100, 100, 758710, 0.000004, 0.000132, 15004659, 19.776541, 1.618079
11.000000, 4.979400, 0.398580, 101, 100, 10940117, 0.000000, 0.000009, 216307555, 19.771959, 1.618454
