Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -4.771213, 1.224745, 292, 100, 104, 0.087740, 0.961538, 2272, 21.846153, 1.464789
1.000000, -3.771212, 1.091555, 210, 100, 113, 0.058075, 0.884956, 2257, 19.973452, 1.602127
2.000000, -2.771212, 0.972849, 189, 100, 136, 0.043428, 0.735294, 2687, 19.757353, 1.619650
3.000000, -1.771212, 0.867053, 137, 100, 182, 0.023523, 0.549451, 3483, 19.137363, 1.672122
4.000000, -0.771212, 0.772762, 119, 100, 275, 0.013523, 0.363636, 4956, 18.021818, 1.775625
5.000000, 0.228788, 0.688725, 109, 100, 660, 0.005161, 0.151515, 11640, 17.636364, 1.814433
6.000000, 1.228788, 0.613826, 107, 100, 1334, 0.002507, 0.074963, 23739, 17.795353, 1.798222
7.000000, 2.228788, 0.547073, 100, 100, 4181, 0.000747, 0.023918, 73340, 17.541258, 1.824270
8.000000, 3.228788, 0.487580, 100, 100, 16913, 0.000185, 0.005913, 296343, 17.521610, 1.826316
9.000000, 4.228787, 0.434556, 101, 100, 105355, 0.000030, 0.000949, 1850575, 17.565138, 1.821791
10.000000, 5.228787, 0.387298, 100, 100, 841733, 0.000004, 0.000119, 14875256, 17.672178, 1.810756
11.000000, 6.228787, 0.345180, 100, 100, 10984832, 0.000000, 0.000009, 192962360, 17.566256, 1.821674
