Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -3.010300, 1.000000, 290, 100, 116, 0.078125, 0.862069, 2206, 19.017241, 1.682684
1.000000, -2.010300, 0.891251, 226, 100, 119, 0.059349, 0.840336, 2204, 18.521008, 1.727768
2.000000, -1.010300, 0.794328, 164, 100, 141, 0.036348, 0.709220, 2472, 17.531916, 1.825243
3.000000, -0.010300, 0.707946, 155, 100, 180, 0.026910, 0.555556, 3080, 17.111111, 1.870130
4.000000, 0.989700, 0.630957, 123, 100, 294, 0.013074, 0.340136, 4692, 15.959184, 2.005115
5.000000, 1.989700, 0.562341, 112, 100, 550, 0.006364, 0.181818, 8397, 15.267273, 2.095987
6.000000, 2.989700, 0.501187, 105, 100, 1291, 0.002542, 0.077459, 19872, 15.392719, 2.078905
7.000000, 3.989700, 0.446684, 102, 100, 4228, 0.000754, 0.023652, 64925, 15.355960, 2.083881
8.000000, 4.989700, 0.398107, 100, 100, 17633, 0.000177, 0.005671, 268677, 15.237169, 2.100128
9.000000, 5.989700, 0.354813, 100, 100, 87744, 0.000036, 0.001140, 1344239, 15.320010, 2.088771
10.000000, 6.989700, 0.316228, 100, 100, 901740, 0.000003, 0.000111, 13815984, 15.321472, 2.088572
11.000000, 7.989700, 0.281838, 100, 100, 9691670, 0.000000, 0.000010, 148419486, 15.314129, 2.089574
