Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -4.771213, 1.224745, 1929, 100, 100, 0.075352, 1.000000, 8937, 89.370003, 2.864496
1.000000, -3.771212, 1.091555, 1427, 100, 100, 0.055742, 1.000000, 8140, 81.400002, 3.144963
2.000000, -2.771212, 0.972849, 990, 100, 100, 0.038672, 1.000000, 7788, 77.879997, 3.287108
3.000000, -1.771212, 0.867053, 582, 100, 100, 0.022734, 1.000000, 8385, 83.849998, 3.053071
4.000000, -0.771212, 0.772762, 336, 100, 107, 0.012266, 0.934579, 8348, 78.018692, 3.281265
5.000000, 0.228788, 0.688725, 199, 100, 122, 0.006372, 0.819672, 9553, 78.303276, 3.269340
6.000000, 1.228788, 0.613826, 136, 100, 214, 0.002482, 0.467290, 16950, 79.205605, 3.232094
7.000000, 2.228788, 0.547073, 109, 100, 692, 0.000615, 0.144509, 55684, 80.468208, 3.181381
8.000000, 3.228788, 0.487580, 102, 100, 1838, 0.000217, 0.054407, 151812, 82.596298, 3.099412
9.000000, 4.228787, 0.434556, 100, 100, 10996, 0.000036, 0.009094, 920988, 83.756638, 3.056474
10.000000, 5.228787, 0.387298, 100, 100, 64563, 0.000006, 0.001549, 5463660, 84.625252, 3.025102
11.000000, 6.228787, 0.345180, 100, 100, 582786, 0.000001, 0.000172, 49164739, 84.361565, 3.034557
