Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -4.771213, 1.224745, 2011, 100, 100, 0.078555, 1.000000, 9993, 99.930000, 2.561793
1.000000, -3.771212, 1.091555, 1393, 100, 100, 0.054414, 1.000000, 8152, 81.519997, 3.140334
2.000000, -2.771212, 0.972849, 993, 100, 100, 0.038789, 1.000000, 7610, 76.099998, 3.363995
3.000000, -1.771212, 0.867053, 588, 100, 100, 0.022969, 1.000000, 7608, 76.080002, 3.364879
4.000000, -0.771212, 0.772762, 334, 100, 103, 0.012667, 0.970874, 7845, 76.165047, 3.361122
5.000000, 0.228788, 0.688725, 191, 100, 130, 0.005739, 0.769231, 9886, 76.046150, 3.366377
6.000000, 1.228788, 0.613826, 145, 100, 222, 0.002551, 0.450450, 16836, 75.837837, 3.375624
7.000000, 2.228788, 0.547073, 118, 100, 599, 0.000770, 0.166945, 45431, 75.844742, 3.375316
8.000000, 3.228788, 0.487580, 103, 100, 1962, 0.000205, 0.050968, 148908, 75.896027, 3.373036
9.000000, 4.228787, 0.434556, 100, 100, 12150, 0.000032, 0.008230, 922660, 75.939095, 3.371123
10.000000, 5.228787, 0.387298, 100, 100, 99485, 0.000004, 0.001005, 7554744, 75.938522, 3.371148
11.000000, 6.228787, 0.345180, 100, 100, 1640744, 0.000000, 0.000061, 124319835, 75.770401, 3.378628
