Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -3.010300, 1.000000, 1983, 100, 100, 0.077461, 1.000000, 6938, 69.379997, 3.689824
1.000000, -2.010300, 0.891251, 1428, 100, 100, 0.055781, 1.000000, 6663, 66.629997, 3.842113
2.000000, -1.010300, 0.794328, 1013, 100, 100, 0.039570, 1.000000, 6179, 61.790001, 4.143065
3.000000, -0.010300, 0.707946, 620, 100, 100, 0.024219, 1.000000, 6139, 61.389999, 4.170060
4.000000, 0.989700, 0.630957, 341, 100, 104, 0.012808, 0.961538, 6258, 60.173077, 4.254395
5.000000, 1.989700, 0.562341, 195, 100, 130, 0.005859, 0.769231, 7843, 60.330769, 4.243274
6.000000, 2.989700, 0.501187, 139, 100, 204, 0.002662, 0.490196, 12209, 59.848038, 4.277500
7.000000, 3.989700, 0.446684, 109, 100, 558, 0.000763, 0.179211, 32991, 59.123657, 4.329908
8.000000, 4.989700, 0.398107, 100, 100, 1875, 0.000208, 0.053333, 109911, 58.619202, 4.367170
9.000000, 5.989700, 0.354813, 100, 100, 11653, 0.000034, 0.008581, 680869, 58.428646, 4.381413
10.000000, 6.989700, 0.316228, 100, 100, 106568, 0.000004, 0.000938, 6224869, 58.412178, 4.382648
11.000000, 7.989700, 0.281838, 100, 100, 1550490, 0.000000, 0.000064, 90461654, 58.343914, 4.387775
