Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -3.010300, 1.000000, 258, 100, 111, 0.072635, 0.900901, 2117, 19.072073, 1.677846
1.000000, -2.010300, 0.891251, 212, 100, 113, 0.058628, 0.884956, 1950, 17.256638, 1.854359
2.000000, -1.010300, 0.794328, 162, 100, 151, 0.033526, 0.662252, 2512, 16.635761, 1.923567
3.000000, -0.010300, 0.707946, 159, 100, 181, 0.027452, 0.552486, 2908, 16.066298, 1.991747
4.000000, 0.989700, 0.630957, 124, 100, 294, 0.013180, 0.340136, 4704, 16.000000, 2.000000
5.000000, 1.989700, 0.562341, 109, 100, 588, 0.005793, 0.170068, 8844, 15.040816, 2.127544
6.000000, 2.989700, 0.501187, 104, 100, 1376, 0.002362, 0.072674, 20748, 15.078488, 2.122229
7.000000, 3.989700, 0.446684, 102, 100, 3951, 0.000807, 0.025310, 59608, 15.086814, 2.121058
8.000000, 4.989700, 0.398107, 101, 100, 17108, 0.000184, 0.005845, 257656, 15.060556, 2.124755
9.000000, 5.989700, 0.354813, 100, 100, 85959, 0.000036, 0.001163, 1295382, 15.069766, 2.123457
10.000000, 6.989700, 0.316228, 100, 100, 903826, 0.000003, 0.000111, 13636020, 15.086997, 2.121032
11.000000, 7.989700, 0.281838, 100, 100, 10784677, 0.000000, 0.000009, 161749373, 14.998074, 2.133607
