Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, 0.000000, 0.707107, 279, 100, 113, 0.077157, 0.884956, 1797, 15.902655, 2.012243
1.000000, 1.000000, 0.630210, 202, 100, 116, 0.054418, 0.862069, 1689, 14.560345, 2.197750
2.000000, 2.000000, 0.561675, 178, 100, 139, 0.040018, 0.719424, 2026, 14.575540, 2.195459
3.000000, 3.000000, 0.500593, 133, 100, 204, 0.020374, 0.490196, 2936, 14.392157, 2.223433
4.000000, 4.000000, 0.446154, 119, 100, 285, 0.013048, 0.350877, 3883, 13.624561, 2.348700
5.000000, 5.000000, 0.397635, 110, 100, 588, 0.005846, 0.170068, 7531, 12.807823, 2.498473
6.000000, 6.000000, 0.354393, 105, 100, 1234, 0.002659, 0.081037, 15802, 12.805511, 2.498924
7.000000, 7.000000, 0.315853, 102, 100, 3915, 0.000814, 0.025543, 50197, 12.821712, 2.495767
8.000000, 8.000000, 0.281504, 101, 100, 15540, 0.000203, 0.006435, 201116, 12.941828, 2.472603
9.000000, 9.000000, 0.250891, 100, 100, 80904, 0.000039, 0.001236, 1027172, 12.696183, 2.520442
10.000000, 10.000000, 0.223607, 100, 100, 837591, 0.000004, 0.000119, 10696402, 12.770435, 2.505788
11.000000, 11.000000, 0.199290, 100, 100, 12256800, 0.000000, 0.000008, 155013741, 12.647162, 2.530212
