Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -6.020600, 1.414214, 292, 105, 113, 0.080752, 0.929204, 1672, 14.796460, 2.162679
1.000000, -5.020600, 1.260419, 205, 104, 120, 0.053385, 0.866667, 1634, 13.616667, 2.350061
2.000000, -4.020600, 1.123350, 178, 104, 140, 0.039732, 0.742857, 1880, 13.428572, 2.382979
3.000000, -3.020600, 1.001187, 140, 101, 196, 0.022321, 0.515306, 3320, 16.938776, 1.889157
4.000000, -2.020600, 0.892308, 115, 101, 318, 0.011301, 0.317610, 4693, 14.757862, 2.168336
5.000000, -1.020600, 0.795271, 113, 101, 767, 0.004604, 0.131682, 10204, 13.303781, 2.405331
6.000000, -0.020600, 0.708786, 101, 100, 1372, 0.002300, 0.072886, 18450, 13.447522, 2.379621
7.000000, 0.979400, 0.631706, 102, 100, 4792, 0.000665, 0.020868, 64082, 13.372705, 2.392934
8.000000, 1.979400, 0.563009, 100, 100, 16838, 0.000186, 0.005939, 219300, 13.024112, 2.456981
9.000000, 2.979400, 0.501782, 100, 100, 77181, 0.000040, 0.001296, 989871, 12.825319, 2.495064
10.000000, 3.979400, 0.447214, 100, 100, 739527, 0.000004, 0.000135, 9400914, 12.712063, 2.517294
11.000000, 4.979400, 0.398580, 100, 100, 13343986, 0.000000, 0.000007, 168508074, 12.628016, 2.534048
