Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame,SNR throughput
0.000000, -3.010300, 1.000000, 304, 104, 106, 0.089623, 0.981132, 1708, 16.113207, 1.985948
1.000000, -2.010300, 0.891251, 215, 103, 119, 0.056460, 0.865546, 1341, 11.268908, 2.839672
2.000000, -1.010300, 0.794328, 185, 105, 143, 0.040428, 0.734266, 2093, 14.636364, 2.186335
3.000000, -0.010300, 0.707946, 136, 104, 191, 0.022251, 0.544503, 3048, 15.958116, 2.005249
4.000000, 0.989700, 0.630957, 126, 100, 331, 0.011896, 0.302115, 4722, 14.265861, 2.243117
5.000000, 1.989700, 0.562341, 109, 100, 566, 0.006018, 0.176678, 8791, 15.531802, 2.060289
6.000000, 2.989700, 0.501187, 109, 101, 1306, 0.002608, 0.077335, 19744, 15.117917, 2.116694
7.000000, 3.989700, 0.446684, 103, 100, 4220, 0.000763, 0.023697, 59992, 14.216114, 2.250967
8.000000, 4.989700, 0.398107, 101, 100, 14369, 0.000220, 0.006959, 202918, 14.121929, 2.265979
9.000000, 5.989700, 0.354813, 100, 100, 100430, 0.000031, 0.000996, 1377466, 13.715683, 2.333096
10.000000, 6.989700, 0.316228, 100, 100, 832405, 0.000004, 0.000120, 11430205, 13.731543, 2.330401
11.000000, 7.989700, 0.281838, 100, 100, 10668712, 0.000000, 0.000009, 145203962, 13.610262, 2.351167
