Eb/No,Es/No,Sigma,# Bit Errors,# Frame Errors,# Simulated frames,BER,FER,Time for this SNR,Average time for one frame, SNR throughput
0.000000, -4.771213, 1.224745, 272, 100, 104, 0.081731, 0.961538, 2316.000000, 22.269230, 1.436960
1.000000, -3.771213, 1.091555, 202, 100, 115, 0.054891, 0.869565, 2401.999756, 20.886955, 1.532057
2.000000, -2.771213, 0.972849, 170, 100, 150, 0.035417, 0.666667, 2985.000000, 19.900000, 1.608040
3.000000, -1.771213, 0.867053, 129, 100, 180, 0.022396, 0.555556, 3403.000000, 18.905556, 1.692624
4.000000, -0.771213, 0.772762, 123, 100, 310, 0.012399, 0.322581, 5481.000000, 17.680645, 1.809889
5.000000, 0.228787, 0.688725, 110, 100, 590, 0.005826, 0.169492, 10199.000000, 17.286440, 1.851162
6.000000, 1.228787, 0.613826, 105, 100, 1704, 0.001926, 0.058685, 29408.000000, 17.258217, 1.854189
7.000000, 2.228787, 0.547073, 100, 100, 4337, 0.000721, 0.023057, 74558.000000, 17.191147, 1.861423
8.000000, 3.228787, 0.487580, 100, 100, 14938, 0.000209, 0.006694, 254622.000000, 17.045254, 1.877355
9.000000, 4.228787, 0.434556, 100, 100, 118028, 0.000026, 0.000847, 2036602.000000, 17.255245, 1.854509
